Система автоматизации,AS
Абонент,ГПА-32
Ретросистема,Текущий
Дата,02.12.22
Время,10:45:15
Длительность архива (сек),300.00
Время предыстории (сек),300.00
Шаг дискретизации (сек),1.00

Время,"Частота вращения ротора СТ (1), об/мин","Давление газа на входе Км, Р Гвх.Км, МПа","Давление газа на выходе Км, Рг.вых.Км, МПа","Положение крана  № 6р (АПРК), %","Температура газа на входе Км, ТГ.вх.Км, °С","Температура газа на выходе Км, ТГ.вых.Км, °С","Виброперемещение ротора Км в передней опоре, гор. сост. (размах), мкм","Виброперемещение ротора Км в передней опоре, верт. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре гор. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре верт. сост. (размах), мкм","Осевой сдвиг ротора К, мм","Перепад давления  на конфузоре,  DРКонф, кПа","Помпажный запас, %","Расчетная степень сжатия Км,","Частота вращения ротора СТ (2), об/мин"
-140.00,8383.7666,3.1659,5.3371,55.9606,15.2153,43.0550,104.9443,88.8853,83.9120,75.9368,0.4632,80.4167,42.4730,1.6642,8384.1436
-139.00,8384.2148,3.1659,5.3371,55.9100,15.2153,43.1307,104.9443,80.7925,83.9120,75.9368,0.4622,80.6424,42.5368,1.6642,8383.8340
-138.00,8383.0713,3.1659,5.3385,55.8449,15.2153,43.1307,106.9336,75.8825,73.9204,74.9331,0.4612,80.5266,42.5436,1.6645,8382.3105
-137.00,8381.5508,3.1659,5.3375,55.7002,15.2153,43.2064,106.9336,87.8725,73.9204,74.9331,0.4618,80.6597,42.5687,1.6643,8381.9287
-136.00,8381.9287,3.1659,5.3349,55.4398,15.2153,43.2064,105.9389,87.8725,81.9046,76.9314,0.4601,80.6771,42.5606,1.6636,8381.9287
-135.00,8387.1748,3.1659,5.3226,54.0907,15.2153,43.3073,105.9389,83.8759,81.9046,76.9314,0.4592,80.8738,42.5719,1.6608,8387.4678
-134.00,8397.9395,3.1659,5.2774,53.6458,15.2153,43.3073,100.9386,83.8759,80.9010,77.9261,0.4542,81.8634,42.7210,1.6490,8397.5557
-133.00,8407.3096,3.1659,5.2355,53.4252,15.2153,43.3830,100.9386,87.8725,80.9010,77.9261,0.4502,82.6157,42.9197,1.6352,8407.4971
-132.00,8417.9834,3.1670,5.2036,53.2227,15.2153,43.3830,107.9373,87.8725,82.8993,74.9331,0.4481,83.4201,43.0671,1.6244,8418.3662
-131.00,8424.4766,3.1670,5.1783,53.1431,15.2153,43.4587,107.9373,86.8689,82.8993,74.9331,0.4462,84.1724,43.2407,1.6166,8425.1367
-130.00,8426.7744,3.1670,5.1624,53.0454,15.2153,43.4587,107.9373,86.8689,78.9117,77.9261,0.4422,84.5197,43.3441,1.6110,8426.7744
-129.00,8432.5840,3.1670,5.1515,52.9984,15.2153,43.5344,107.9373,94.8712,78.9117,77.9261,0.4452,84.8727,43.4162,1.6074,8432.8975
-128.00,8436.3975,3.1670,5.1443,53.0093,15.2153,43.5344,90.9379,94.8712,85.9104,80.9371,0.4432,85.0405,43.3989,1.6049,8436.8232
-127.00,8440.9756,3.1670,5.1396,52.9731,15.2153,43.6101,90.9379,72.1300,85.9104,80.9371,0.4432,85.1736,43.4189,1.6033,8440.9512
-126.00,8442.1221,3.1670,5.1360,52.9876,15.2153,43.6858,39.9667,68.9019,53.9189,42.9597,0.4442,85.3935,43.4692,1.6022,8442.1025
-125.00,8443.6396,3.1659,5.1324,53.0165,15.2153,43.6858,39.9667,32.9228,53.9189,42.9597,0.4452,85.3588,43.4511,1.6015,8442.8857
-124.00,8443.2539,3.1670,5.1313,53.3926,15.2153,43.7615,33.9627,32.9228,30.9426,31.9643,0.4442,85.4919,43.4934,1.6009,8442.8711
-123.00,8435.2510,3.1670,5.1606,56.0547,15.2153,43.7615,33.9627,24.9204,30.9426,31.9643,0.4482,85.1042,43.5132,1.6064,8434.8145
-122.00,8418.3662,3.1670,5.2398,56.7962,15.2153,43.8624,34.9483,24.9204,26.9459,26.9640,0.4542,83.6343,43.2677,1.6289,8418.3662
-121.00,8402.7412,3.1659,5.3186,58.1236,15.2153,43.8624,34.9483,32.9138,26.9459,26.9640,0.4593,81.4873,42.7523,1.6535,8402.5225
-120.00,8378.5098,3.1659,5.4174,59.5414,15.2153,43.8624,39.9486,32.9138,32.9319,33.9627,0.4690,79.5775,42.4102,1.6822,8378.8877
-119.00,8358.3506,3.1659,5.5078,59.7078,15.2153,43.9634,39.9486,35.9158,32.9319,33.9627,0.4752,77.4132,41.8155,1.7114,8358.7295
-118.00,8343.5479,3.1659,5.5664,59.6788,15.2928,43.9634,44.9580,35.9158,35.9429,35.9610,0.4804,75.7986,41.3324,1.7311,8343.1689
-117.00,8332.1982,3.1648,5.6055,59.7729,15.2928,44.0643,44.9580,36.9104,35.9429,35.9610,0.4842,74.4792,40.9762,1.7446,8333.1416
-116.00,8323.2793,3.1659,5.6326,59.8054,15.2928,44.0643,41.2507,36.9104,34.9302,36.9557,0.4862,73.9120,40.8209,1.7532,8323.2793
-115.00,8323.5156,3.1659,5.6536,59.8126,15.2928,44.0643,40.9614,58.5033,34.9302,36.9557,0.4902,73.1308,40.5135,1.7598,8323.2793
-114.00,8328.5859,3.1659,5.6670,59.7873,15.2928,44.1400,101.9332,58.8921,54.9316,69.9418,0.4942,73.0903,40.4095,1.7643,8328.7988
-113.00,8331.6221,3.1659,5.6778,59.7692,15.2928,44.1400,101.9332,92.8820,54.9316,69.9418,0.4962,73.0961,40.3496,1.7679,8331.0645
-112.00,8333.3311,3.1659,5.6876,59.7548,15.2928,44.2157,110.9484,92.8820,83.9120,77.9261,0.4996,72.9745,40.2908,1.7708,8332.3818
-111.00,8331.0645,3.1659,5.6948,59.8416,15.2928,44.2914,110.9484,92.8820,83.9120,77.9261,0.5001,73.0729,40.3445,1.7732,8331.8184
-110.00,8331.6221,3.1659,5.7006,59.8669,15.2928,44.2914,110.9484,92.8820,84.9067,78.9388,0.5012,72.6447,40.1972,1.7750,8332.1982
-109.00,8338.6270,3.1659,5.7020,59.8850,15.2928,44.2914,110.9484,96.8696,84.9067,78.9388,0.5032,72.6042,40.0645,1.7758,8338.6270
-108.00,8359.9258,3.1659,5.7057,59.8343,15.2928,44.3924,108.9319,96.8696,86.9050,79.9334,0.5022,72.9282,39.8989,1.7766,8360.2510
-107.00,8375.8486,3.1659,5.7129,59.8235,15.2928,44.3924,108.9319,96.8696,86.9050,79.9334,0.5022,73.4086,39.8905,1.7785,8375.1123
-106.00,8383.0713,3.1659,5.7212,59.8416,15.2928,44.4681,112.9376,96.8696,86.9050,80.9371,0.5032,73.6979,39.9393,1.7810,8383.0713
-105.00,8384.2148,3.1659,5.7295,59.8416,15.2928,44.5438,112.9376,94.8351,86.9050,80.9371,0.5041,73.8889,39.9831,1.7838,8384.9736
-104.00,8384.6670,3.1659,5.7368,59.8597,15.2928,44.5438,109.9627,92.8729,86.9050,80.9371,0.5072,73.8542,39.9942,1.7862,8385.3545
-103.00,8385.7363,3.1659,5.7418,59.7909,15.2928,44.6195,109.9356,95.8659,86.9050,80.9371,0.5072,73.6806,39.9113,1.7878,8385.7363
-102.00,8387.2598,3.1659,5.7440,59.7729,15.2928,44.6195,110.9484,95.8659,87.8997,78.9388,0.5081,73.7326,39.9045,1.7886,8386.7959
-101.00,8384.9736,3.1659,5.7476,59.7765,15.2928,44.6952,110.9484,100.8663,87.8997,78.9388,0.5082,73.7384,39.9350,1.7895,8385.3545
-100.00,8383.7666,3.1659,5.7491,59.7873,15.2928,44.7709,112.9376,100.8663,87.8997,82.9355,0.5072,73.6979,39.9257,1.7901,8383.6992
-99.00,8382.6914,3.1659,5.7501,59.7765,15.2928,44.7709,112.9376,99.8716,87.8997,82.9355,0.5072,73.6227,39.9243,1.7905,8382.6914
-98.00,8382.3105,3.1659,5.7538,60.5903,15.2928,44.8466,110.9484,99.8716,88.9034,81.9408,0.5081,73.4954,39.8983,1.7911,8382.3105
-97.00,8377.3672,3.1659,5.7896,62.6700,15.2928,44.8466,110.9484,98.8770,88.9034,81.9408,0.5121,72.7720,39.7337,1.7988,8377.3672
-96.00,8367.8789,3.1659,5.8742,62.9991,15.2928,44.9223,113.9413,98.8770,88.9034,80.9371,0.5221,70.7813,39.0982,1.8234,8367.8789
-95.00,8357.2080,3.1659,5.9480,63.4078,15.2928,44.9980,113.9413,97.8642,88.9034,80.9371,0.5283,69.1088,38.4629,1.8470,8357.2080
-94.00,8343.9258,3.1659,6.0283,64.6955,15.2928,44.9980,114.9360,97.8642,88.9034,81.9408,0.5373,67.3322,37.8624,1.8701,8343.5479
-93.00,8331.8184,3.1659,6.1437,66.0988,15.2928,44.9980,114.9360,97.8642,88.9034,81.9408,0.5502,64.6586,36.9040,1.9035,8331.8184
-92.00,8323.8945,3.1659,6.2413,66.0807,15.2928,45.0989,111.9430,97.8642,89.8980,80.9371,0.5593,62.2222,35.6693,1.9356,8323.2793
-91.00,8335.8008,3.1648,6.3024,66.0373,15.3703,45.1746,111.9430,83.8759,89.8980,80.9371,0.5671,60.7697,34.6510,1.9566,8335.6006
-90.00,8356.5205,3.1648,6.3477,65.9758,15.3703,45.1746,110.9484,83.8759,85.9104,75.9368,0.5723,60.3183,34.0635,1.9713,8356.0684
-89.00,8370.9121,3.1648,6.3845,65.9795,15.3703,45.2756,110.9484,87.8725,85.9104,75.9368,0.5760,60.0984,33.7224,1.9831,8370.1553
-88.00,8372.0439,3.1648,6.4175,66.0012,15.3703,45.2756,109.9356,87.8725,83.9120,74.9331,0.5800,59.9132,33.6518,1.9934,8371.6670
-87.00,8373.2021,3.1648,6.4428,65.9975,15.3703,45.3513,109.9356,83.8759,83.9120,74.9331,0.5810,59.5602,33.4185,2.0015,8373.5693
-86.00,8371.6738,3.1648,6.4609,65.8854,15.3703,45.4270,106.9336,83.8759,81.9046,74.9331,0.5841,59.2014,33.1993,2.0075,8372.0596
-85.00,8370.1553,3.1659,6.4728,65.9071,15.3703,45.4270,106.9336,92.8729,81.9046,74.9331,0.5830,58.8831,33.0650,2.0111,8370.9150
-84.00,8318.6172,3.1659,6.4789,65.8709,15.3703,45.5027,110.9303,92.8729,88.9034,76.9314,0.9817,57.8704,33.3693,2.0133,8318.9932
-83.00,7237.9092,3.1670,6.4182,62.5470,15.3703,45.5027,110.9303,80.8829,88.9034,76.9314,0.9936,36.9329,40.5127,2.0073,7237.0791
-82.00,6130.2319,3.1706,4.7262,4.3837,15.3703,45.6036,87.2215,80.8829,70.9093,49.9584,0.9936,32.8299,41.6137,1.5834,6129.9536
-81.00,5027.2642,3.1865,3.7055,-0.0904,15.3703,45.6793,83.9392,45.3197,70.9093,49.9584,0.9936,32.9398,63.0741,1.2013,5027.2642
-80.00,4279.4658,3.1919,3.3948,-0.1266,15.3703,45.6793,17.9579,43.9091,44.9400,47.9510,0.9936,26.6088,68.6766,1.0752,4279.4658
-79.00,3760.0828,3.1785,3.2914,-0.0868,15.3703,45.7550,17.9579,12.9304,44.9400,47.9510,0.9936,20.9954,71.6255,1.0381,3760.0828
-78.00,3341.4814,3.1764,3.2650,-0.0651,15.3703,45.8307,37.9593,12.9304,16.9542,28.9623,0.9936,16.2095,73.3308,1.0275,3341.6335
-77.00,2998.6284,3.1774,3.2563,-0.0326,15.3703,45.9064,37.9593,25.9241,16.9542,28.9623,0.9936,12.8009,74.4987,1.0246,2998.4905
-76.00,2720.4712,3.1796,3.2382,-0.0145,15.3703,45.9064,20.9509,25.9241,19.9472,24.9656,0.9936,10.8275,75.9842,1.0192,2720.4712
-75.00,2498.6438,3.1796,3.2227,-0.0181,15.3703,45.9821,20.9509,12.9304,19.9472,24.9656,0.9936,9.2303,77.1534,1.0137,2498.5313
-74.00,2299.7766,3.1785,3.2180,-0.0326,15.3703,45.9821,13.9522,12.9304,17.9489,13.9703,0.9936,7.5116,77.6944,1.0119,2300.0906
-73.00,2133.4377,3.1785,3.2154,-0.0181,15.3703,45.9821,13.9522,12.9304,17.9489,13.9703,0.9936,6.3773,78.3382,1.0114,2133.3965
-72.00,1986.7650,3.1785,3.2093,-0.0253,15.3703,46.0592,14.9649,12.9304,18.9525,13.9703,0.9936,5.6539,79.1893,1.0098,1986.7772
-71.00,1861.0415,3.1774,3.2020,-0.0181,15.3703,46.0592,14.9649,12.9304,18.9525,13.9703,0.9936,4.9537,79.6977,1.0079,1861.0623
-70.00,1749.1444,3.1764,3.1999,0.0000,15.3703,46.0592,14.9649,12.9304,18.9525,12.9756,0.9936,4.3171,80.1400,1.0073,1749.4640
-69.00,1647.7013,3.1764,3.1984,-0.0145,15.3703,46.0592,14.9649,12.9304,18.9525,12.9756,0.9936,3.7674,80.4520,1.0067,1647.5503
-68.00,1556.8772,3.1764,3.1963,-0.0253,15.3703,46.0592,14.9649,12.9304,17.9489,13.9703,0.9936,3.3333,80.8524,1.0059,1557.0206
-67.00,1475.2837,3.1774,3.1937,-0.0289,15.3703,46.0592,14.9649,13.9251,17.9489,13.9703,0.9936,2.9977,81.1645,1.0052,1475.3157
-66.00,1404.7810,3.1764,3.1912,0.0036,15.3703,46.1367,13.9522,13.9251,18.9525,12.9756,0.9936,2.6736,81.3804,1.0046,1404.7173
-65.00,1335.8381,3.1764,3.1912,0.0072,15.3703,46.1367,13.9522,12.9395,18.9525,12.9756,0.9936,2.3727,81.5229,1.0045,1335.8269
-64.00,1276.9575,3.1749,3.1890,0.0072,15.3703,46.1367,14.9649,12.9395,16.9542,12.9756,0.9936,2.1528,81.7320,1.0043,1277.0156
-63.00,1220.4281,3.1760,3.1876,0.0289,15.3703,46.1367,14.9649,13.9251,16.9542,12.9756,0.9936,1.9560,82.0436,1.0036,1220.5377
-62.00,1169.9944,3.1760,3.1876,0.0398,15.4478,46.1367,14.9649,13.9251,16.9542,12.9756,0.9936,1.7824,82.1609,1.0037,1169.9419
-61.00,1124.0503,3.1749,3.1865,0.0072,15.4478,46.1367,14.9649,12.9395,16.9542,12.9756,0.9936,1.6493,82.3308,1.0035,1123.8927
-60.00,1078.4915,3.1749,3.1854,0.0036,15.4478,46.1367,14.9649,12.9395,16.9542,13.9703,0.9936,1.4931,82.4271,1.0032,1078.3293
-59.00,1036.6903,3.1749,3.1854,-0.0072,15.4478,46.0592,14.9649,13.6538,16.9542,13.9703,0.9936,1.3773,82.6229,1.0032,1036.7222
-58.00,998.5406,3.1749,3.1840,0.0036,15.4478,46.0592,15.9596,13.9251,16.9542,13.9703,0.9936,1.2442,82.6981,1.0028,998.7122
-57.00,964.3762,3.1749,3.1840,0.0217,15.4478,46.0592,15.9596,13.9251,16.9542,13.9703,0.9936,1.1458,82.7566,1.0028,964.1175
-56.00,931.4447,3.1749,3.1829,0.0398,15.4478,46.0592,15.9596,13.9251,15.9596,13.9703,0.9936,1.0880,82.8675,1.0024,931.5291
-55.00,899.2594,3.1738,3.1829,0.0109,15.4478,45.9821,15.9596,13.9251,15.9596,13.9703,0.9936,0.9722,82.8647,1.0026,899.1769
-54.00,870.6656,3.1738,3.1818,0.0000,15.4478,45.9821,15.9596,13.9251,15.9596,13.9703,0.9936,0.9143,82.9458,1.0025,870.9178
-53.00,843.0375,3.1738,3.1818,-0.0145,15.4478,45.9821,15.9596,13.9251,15.9596,13.9703,0.9936,0.8391,83.0029,1.0024,842.9615
-52.00,817.6866,3.1738,3.1803,-0.0072,15.4478,45.9821,15.9596,13.9251,15.9596,13.9703,0.9936,0.7986,83.0798,1.0020,817.6490
-51.00,792.8644,3.1738,3.1803,-0.0326,15.4478,45.9064,15.9596,13.9251,15.9596,13.9703,0.9936,0.7407,83.0790,1.0020,792.8859
-50.00,768.9675,3.1738,3.1803,0.0000,15.4478,45.9064,13.9522,13.9251,16.9542,13.9703,0.9936,0.6829,83.2343,1.0020,768.9675
-49.00,746.6147,3.1738,3.1803,-0.0109,15.4478,45.9064,13.9522,12.9395,16.9542,13.9703,0.9936,0.6250,83.0531,1.0020,746.6616
-48.00,725.5528,3.1738,3.1803,-0.0181,15.4478,45.8307,14.9649,12.9395,17.9489,13.9703,0.9936,0.5903,83.1863,1.0020,725.8500
-47.00,706.1147,3.1738,3.1793,-0.0615,15.4478,45.8307,14.9649,12.9395,17.9489,13.9703,0.9936,0.5671,83.2234,1.0019,706.1044
-46.00,686.5294,3.1727,3.1782,-0.0326,15.4478,45.8307,14.9649,12.9395,15.9596,12.9756,0.9936,0.5093,83.0997,1.0018,686.5922
-45.00,668.8660,3.1727,3.1782,-0.0326,15.4478,45.7550,14.9649,12.9395,15.9596,12.9756,0.9936,0.4745,82.9366,1.0017,668.7169
-44.00,651.5840,3.1727,3.1782,-0.0289,15.4478,45.7550,14.9649,12.9395,15.9596,12.9756,0.9936,0.4745,83.3487,1.0017,651.4331
-43.00,635.3053,3.1727,3.1782,0.0217,15.4478,45.7550,14.9649,13.9341,15.9596,12.9756,0.9936,0.4340,83.4439,1.0017,635.3915
-42.00,618.7528,3.1727,3.1782,0.0289,15.4478,45.6793,13.9522,13.9341,15.9596,11.9629,0.9936,0.4167,83.3304,1.0017,618.6750
-41.00,604.1147,3.1727,3.1767,0.0398,15.4478,45.6793,13.9522,12.9395,15.9596,11.9629,0.9936,0.3935,83.3133,1.0012,604.2253
-40.00,589.3312,3.1727,3.1767,0.0470,15.4478,45.6793,14.9649,12.9395,15.9596,12.9756,0.9936,0.3588,83.1873,1.0012,589.2516
-39.00,575.5566,3.1727,3.1767,0.0434,15.4478,45.6036,14.9649,13.9341,15.9596,12.9756,0.9936,0.3588,83.4939,1.0012,575.4788
-38.00,562.0500,3.1727,3.1767,0.0036,15.4478,45.6036,14.9649,13.9341,15.9596,11.9629,0.9936,0.3183,83.3144,1.0012,562.1465
-37.00,548.9363,3.1727,3.1767,0.0289,15.4478,45.5279,14.9649,13.9341,15.9596,11.9629,0.9936,0.3009,83.0155,1.0012,548.7385
-36.00,536.5865,3.1727,3.1767,0.0109,15.4478,45.5279,14.9649,13.9341,15.9596,11.9629,0.9936,0.3009,83.4043,1.0012,536.4037
-35.00,524.4506,3.1727,3.1767,0.0543,15.5253,45.5279,14.9649,11.9448,15.9596,11.9629,0.9936,0.2778,83.2238,1.0012,524.3775
-34.00,513.1359,3.1727,3.1767,0.0036,15.5253,45.4522,13.9522,11.9448,14.9468,11.9629,0.9936,0.2604,83.3451,1.0012,512.9719
-33.00,501.8953,3.1727,3.1767,0.0036,15.5253,45.4522,13.9522,12.9395,14.9468,11.9629,0.9936,0.2431,83.2895,1.0012,501.9178
-32.00,491.5875,3.1727,3.1767,-0.0253,15.5253,45.4522,13.9522,12.9395,13.9522,12.9756,0.9936,0.2431,83.3589,1.0012,491.3044
-31.00,481.2178,3.1727,3.1767,-0.0181,15.5253,45.3765,13.9522,12.9395,13.9522,12.9756,0.9936,0.2199,82.9431,1.0012,481.0828
-30.00,470.5678,3.1727,3.1767,-0.0253,15.5253,45.3765,12.9575,12.9395,14.9468,11.9629,0.9936,0.2025,82.7617,1.0012,470.6963
-29.00,460.9341,3.1727,3.1767,-0.0289,15.5253,45.3765,12.9575,12.9395,14.9468,11.9629,0.9936,0.1852,82.3120,1.0012,460.9144
-28.00,451.3519,3.1727,3.1767,-0.0470,15.5253,45.3008,14.9649,12.9395,14.9468,11.9629,0.9936,0.1852,82.7634,1.0012,451.4803
-27.00,442.6134,3.1727,3.1767,-0.0253,15.5253,45.3008,14.9649,12.9395,14.9468,11.9629,0.9936,0.1852,83.1056,1.0012,442.3491
-26.00,433.8666,3.1727,3.1756,-0.0289,15.5253,45.3008,12.9575,12.9395,13.9522,11.9629,0.9936,0.1620,82.5454,1.0009,433.8263
-25.00,425.2275,3.1727,3.1746,-0.0181,15.5253,45.2251,12.9575,12.9395,13.9522,11.9629,0.9936,0.1620,82.7598,1.0006,425.4009
-24.00,416.7694,3.1727,3.1746,-0.0362,15.5253,45.2251,12.9575,12.9395,13.9522,10.9682,0.9936,0.1620,83.1476,1.0006,416.4441
-23.00,408.4959,3.1727,3.1746,-0.0326,15.5253,45.2251,12.9575,11.9358,13.9522,10.9682,0.9936,0.1447,83.2898,1.0006,408.5672
-22.00,400.6978,3.1727,3.1746,-0.0506,15.5253,45.1494,13.9522,11.9358,13.9522,10.9682,0.9936,0.1273,81.9125,1.0006,400.6575
-21.00,390.1725,3.1727,3.1746,-0.0326,15.5253,45.1494,13.9522,12.9395,13.9522,10.9682,0.9936,0.1042,81.6100,1.0006,390.1913
-20.00,385.2731,3.1727,3.1746,-0.0326,15.5253,45.0737,13.9522,12.9395,13.9522,10.9682,0.9936,0.1042,80.9760,1.0006,382.9135
-19.00,375.6572,3.1713,3.1746,0.0036,15.5253,45.0737,13.9522,11.9358,12.9485,10.9682,0.9936,0.1215,82.7004,1.0009,375.8850
-18.00,368.4816,3.1713,3.1746,0.0253,15.5253,44.9980,13.9522,11.9358,12.9485,10.9682,0.9936,0.1042,81.8422,1.0010,368.4328
-17.00,361.3406,3.1713,3.1746,0.0217,15.5253,44.9980,13.9522,11.9358,13.9522,10.9682,0.9936,0.0868,80.4860,1.0010,361.6116
-16.00,355.0088,3.1713,3.1746,0.0253,15.5253,44.9980,14.9649,11.9358,13.9522,11.9629,0.9936,0.0868,80.8587,1.0010,354.8944
-15.00,348.5128,3.1713,3.1746,0.0398,15.5253,44.9980,14.9649,11.9358,13.9522,11.9629,0.9936,0.0868,81.2627,1.0010,348.6422
-14.00,341.7009,3.1713,3.1746,0.0181,15.5253,44.9223,13.9522,11.9358,13.9522,11.9629,0.9936,0.0694,79.8911,1.0008,341.7938
-13.00,335.4797,3.1713,3.1731,0.0434,15.5253,44.9223,13.9522,12.9395,12.9485,11.9629,0.9936,0.0868,81.5370,1.0006,335.4797
-12.00,329.5247,3.1713,3.1731,0.0289,15.5253,44.8466,13.9522,12.9395,12.9485,10.9682,0.9936,0.0694,80.3213,1.0006,329.3925
-11.00,323.6241,3.1713,3.1731,0.0072,15.5253,44.8466,13.9522,11.9358,12.9485,10.9682,0.9936,0.0694,80.7144,1.0006,323.7056
-10.00,317.7806,3.1713,3.1731,-0.0072,15.5253,44.8466,13.9522,11.9358,12.9485,9.9736,0.9936,0.0694,81.0928,1.0006,317.7291
-9.00,311.8903,3.1713,3.1731,-0.0181,15.5253,44.8466,13.9522,11.9358,11.9538,9.9736,0.9936,0.0694,81.4812,1.0006,311.8106
-8.00,306.4435,3.1713,3.1731,0.0000,15.5253,44.7709,12.9575,11.9358,11.9538,9.9736,0.9936,0.0463,78.0090,1.0006,306.1716
-7.00,300.8934,3.1713,3.1731,-0.0109,15.5253,44.7709,12.9575,11.9358,11.9538,9.9736,0.9936,0.0463,78.2148,1.0006,300.6872
-6.00,295.2487,3.1713,3.1731,0.0036,15.5253,44.6952,14.9649,11.9358,11.9538,9.9736,0.9936,0.0289,74.3839,1.0006,295.2216
-5.00,289.8365,3.1713,3.1731,-0.0072,15.5253,44.6952,14.9649,11.9358,10.9592,9.9736,0.9936,0.0289,73.5488,1.0006,289.8731
-4.00,284.6325,3.1713,3.1731,-0.0109,15.5253,44.6952,12.9575,11.9358,10.9592,8.9699,0.9936,0.0289,74.0582,1.0006,284.7188
-3.00,279.4566,3.1713,3.1731,-0.0072,15.5253,44.6195,12.9575,11.9358,10.9592,8.9699,0.9936,0.0289,74.5912,1.0006,279.5719
-2.00,274.4203,3.1713,3.1731,-0.0181,15.6028,44.6195,11.9629,11.9358,10.9592,8.9699,0.9936,0.0289,75.1069,1.0006,274.3359
-1.00,269.1122,3.1713,3.1731,0.0000,15.6028,44.6195,11.9629,11.9358,9.9555,8.9699,0.9936,0.0289,75.5979,1.0006,269.1769
