Система автоматизации,AS
Абонент,ГПА-32
Ретросистема,Текущий
Дата,28.09.24
Время,19:30:43
Длительность архива (сек),25200.00
Время предыстории (сек),25200.00
Шаг дискретизации (сек),1.00

Время,"Частота вращения ротора СТ (1), об/мин","Давление газа на входе Км, Р Гвх.Км, МПа","Давление газа на выходе Км, Рг.вых.Км, МПа","Положение крана  № 6р (АПРК), %","Температура газа на входе Км, ТГ.вх.Км, °С","Температура газа на выходе Км, ТГ.вых.Км, °С","Виброперемещение ротора Км в передней опоре, гор. сост. (размах), мкм","Виброперемещение ротора Км в передней опоре, верт. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре гор. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре верт. сост. (размах), мкм","Осевой сдвиг ротора К, мм","Перепад давления  на конфузоре,  DРКонф, кПа","Расчетная степень сжатия Км,"
-24535.88,,3.9768,6.9633,,21.3634,72.9204,,28.9081,22.9492,,,,
-24534.88,,3.9768,6.9643,,21.3634,72.9204,,28.9081,22.9492,,,,
-24533.88,,3.9768,6.9643,,21.3634,72.9204,,31.9010,27.9405,,,,
-24532.88,,3.9768,6.9633,,21.3634,72.9204,,31.9010,27.9405,,,,
-24531.88,,3.9768,6.9643,,21.3634,72.9204,,31.9010,23.9439,,,,
-24530.88,,3.9768,6.9643,,21.3634,72.9204,,31.9010,23.9439,,,,
-24529.88,,3.9768,6.9654,,21.3634,72.9204,,26.9188,26.9459,,,,
-24528.88,,3.9768,6.9633,,21.3634,72.9204,,26.9188,26.9459,,,,
-24527.88,,3.9768,6.9633,,21.3634,72.9204,,26.9188,23.9439,,,,
-24526.88,,3.9768,6.9643,,21.3634,72.9204,,26.9188,23.9439,,,,
-24525.88,,3.9768,6.9643,,21.3634,72.9204,,28.9081,22.9492,,,,
-24524.88,,3.9768,6.9633,,21.3634,72.9204,,28.9081,22.9492,,,,
-24523.88,,3.9768,6.9643,,21.3634,72.9204,,27.9134,24.9385,,,,
-24522.88,,3.9768,6.9643,,21.3634,72.9204,,27.9134,24.9385,,,,
-24521.88,,3.9768,6.9643,,21.3634,72.9204,,28.9081,33.9355,,,,
-24520.88,,3.9757,6.9643,,21.3634,72.9204,,28.9081,33.9355,,,,
-24519.88,,3.9757,6.9643,,21.3634,72.9204,,26.9188,22.9492,,,,
-24518.88,,3.9768,6.9643,,21.3634,72.9204,,26.9188,22.9492,,,,
-24517.88,,3.9768,6.9643,,21.3634,72.9204,,28.9081,22.9492,,,,
-24516.88,,3.9768,6.9654,,21.3634,72.9204,,28.9081,22.9492,,,,
-24515.88,,3.9768,6.9654,,21.3634,72.9204,,29.9117,24.9385,,,,
-24514.88,,3.9768,6.9643,,21.3634,72.9204,,29.9117,24.9385,,,,
-24513.88,,3.9768,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24512.88,,3.9768,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24511.88,,3.9768,6.9643,,21.3634,72.9204,,26.9188,22.9492,,,,
-24510.88,,3.9768,6.9643,,21.3634,72.9204,,26.9188,22.9492,,,,
-24509.88,,3.9757,6.9643,,21.3634,72.9204,,26.9188,23.9439,,,,
-24508.88,,3.9757,6.9643,,21.3634,72.9204,,26.9188,23.9439,,,,
-24507.88,,3.9757,6.9654,,21.3634,72.9204,,28.9081,23.9439,,,,
-24506.88,,3.9768,6.9643,,21.3634,72.9204,,28.9081,23.9439,,,,
-24505.88,,3.9768,6.9654,,21.3634,72.9204,,26.9188,24.9385,,,,
-24504.88,,3.9768,6.9643,,21.3634,72.9204,,26.9188,24.9385,,,,
-24503.88,,3.9768,6.9643,,21.3634,72.9204,,27.8953,23.9439,,,,
-24502.88,,3.9768,6.9643,,21.3634,72.9204,,27.8953,23.9439,,,,
-24501.88,,3.9757,6.9643,,21.3634,72.9204,,27.8953,22.9492,,,,
-24500.88,,3.9757,6.9643,,21.3634,72.9204,,27.8953,22.9492,,,,
-24499.88,,3.9768,6.9654,,21.3634,72.9204,,26.9188,22.9492,,,,
-24498.88,,3.9768,6.9643,,21.3634,72.9204,,26.9188,22.9492,,,,
-24497.88,,3.9768,6.9654,,21.3634,72.9204,,27.9134,23.9439,,,,
-24496.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,23.9439,,,,
-24495.88,,3.9768,6.9643,,21.3634,72.9204,,28.9081,22.9492,,,,
-24494.88,,3.9768,6.9654,,21.3634,72.9204,,28.9081,22.9492,,,,
-24493.88,,3.9757,6.9654,,21.3634,72.9204,,28.9081,21.9546,,,,
-24492.88,,3.9768,6.9643,,21.3634,72.9204,,28.9081,21.9546,,,,
-24491.88,,3.9768,6.9643,,21.3634,72.9204,,29.9117,21.9546,,,,
-24490.88,,3.9768,6.9643,,21.3634,72.9204,,29.9117,21.9546,,,,
-24489.88,,3.9768,6.9643,,21.3634,72.9204,,29.9117,25.9512,,,,
-24488.88,,3.9757,6.9654,,21.3634,72.9204,,29.9117,25.9512,,,,
-24487.88,,3.9757,6.9633,,21.3634,72.9204,,27.9134,23.9439,,,,
-24486.88,,3.9757,6.9654,,21.3634,72.9204,,27.9134,23.9439,,,,
-24485.88,,3.9768,6.9643,,21.3634,72.9204,,26.9188,25.9512,,,,
-24484.88,,3.9757,6.9633,,21.3634,72.9204,,26.9188,25.9512,,,,
-24483.88,,3.9757,6.9654,,21.3634,72.9204,,29.9117,24.9385,,,,
-24482.88,,3.9757,6.9633,,21.3634,72.9204,,29.9117,24.9385,,,,
-24481.88,,3.9757,6.9643,,21.3634,72.9204,,30.9064,24.9385,,,,
-24480.88,,3.9757,6.9643,,21.3634,72.9204,,30.9064,24.9385,,,,
-24479.88,,3.9757,6.9643,,21.3634,72.9204,,28.9081,23.9439,,,,
-24478.88,,3.9757,6.9643,,21.3634,72.9204,,28.9081,23.9439,,,,
-24477.88,,3.9757,6.9643,,21.3634,72.9204,,26.9188,21.9455,,,,
-24476.88,,3.9757,6.9643,,21.3634,72.9204,,26.9188,21.9455,,,,
-24475.88,,3.9757,6.9643,,21.3634,72.9204,,24.9114,21.9455,,,,
-24474.88,,3.9757,6.9643,,21.3634,72.9204,,24.9114,21.9455,,,,
-24473.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,22.9402,,,,
-24472.88,,3.9757,6.9654,,21.3634,72.9204,,27.9134,22.9402,,,,
-24471.88,,3.9768,6.9633,,21.3634,72.9204,,30.9064,26.9459,,,,
-24470.88,,3.9757,6.9643,,21.3634,72.9204,,30.9064,26.9459,,,,
-24469.88,,3.9757,6.9633,,21.3634,72.9204,,28.9081,23.9439,,,,
-24468.88,,3.9757,6.9643,,21.3634,72.9204,,28.9081,23.9439,,,,
-24467.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24466.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24465.88,,3.9757,6.9643,,21.3634,72.9204,,29.9117,24.9385,,,,
-24464.88,,3.9757,6.9643,,21.3634,72.9204,,29.9117,24.9385,,,,
-24463.88,,3.9757,6.9633,,21.3634,72.9204,,25.9151,21.9455,,,,
-24462.88,,3.9757,6.9643,,21.3634,72.9204,,25.9151,21.9455,,,,
-24461.88,,3.9757,6.9643,,21.3634,72.9204,,26.9188,25.9512,,,,
-24460.88,,3.9757,6.9643,,21.3634,72.9204,,26.9188,25.9512,,,,
-24459.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,24.9385,,,,
-24458.88,,3.9757,6.9633,,21.3634,72.9204,,27.9134,24.9385,,,,
-24457.88,,3.9757,6.9654,,21.3634,72.9204,,24.9114,22.9492,,,,
-24456.88,,3.9757,6.9643,,21.3634,72.9204,,24.9114,22.9492,,,,
-24455.88,,3.9757,6.9633,,21.3634,72.9204,,28.9081,25.9512,,,,
-24454.88,,3.9757,6.9633,,21.3634,72.9204,,28.9081,25.9512,,,,
-24453.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,21.9455,,,,
-24452.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,21.9455,,,,
-24451.88,,3.9757,6.9633,,21.3634,72.9204,,29.9117,24.9385,,,,
-24450.88,,3.9757,6.9633,,21.3634,72.9204,,29.9117,24.9385,,,,
-24449.88,,3.9757,6.9633,,21.3634,72.9204,,27.9134,22.9492,,,,
-24448.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24447.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,23.9439,,,,
-24446.88,,3.9757,6.9633,,21.3634,72.9204,,27.9134,23.9439,,,,
-24445.88,,3.9757,6.9643,,21.3634,72.9204,,28.9081,23.9439,,,,
-24444.88,,3.9757,6.9643,,21.3634,72.9204,,28.9081,23.9439,,,,
-24443.88,,3.9757,6.9643,,21.3634,72.9204,,28.9081,21.9455,,,,
-24442.88,,3.9757,6.9643,,21.3634,72.9204,,28.9081,21.9455,,,,
-24441.88,,3.9757,6.9643,,21.3634,72.9204,,28.9081,25.9512,,,,
-24440.88,,3.9757,6.9633,,21.3634,72.9204,,28.9081,25.9512,,,,
-24439.88,,3.9757,6.9633,,21.3634,72.9204,,26.9188,22.9492,,,,
-24438.88,,3.9757,6.9643,,21.3634,72.9204,,26.9188,22.9492,,,,
-24437.88,,3.9757,6.9633,,21.3634,72.9204,,27.9134,21.9455,,,,
-24436.88,,3.9757,6.9633,,21.3634,72.9204,,27.9134,21.9455,,,,
-24435.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,27.9405,,,,
-24434.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,27.9405,,,,
-24433.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24432.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24431.88,,3.9757,6.9633,,21.3634,72.9204,,25.9151,19.9472,,,,
-24430.88,,3.9757,6.9643,,21.3634,72.9204,,25.9151,19.9472,,,,
-24429.88,,3.9757,6.9643,,21.3634,72.9204,,28.9081,22.9492,,,,
-24428.88,,3.9757,6.9633,,21.3634,72.9204,,28.9081,22.9492,,,,
-24427.88,,3.9757,6.9633,,21.3634,72.9204,,26.9188,23.9439,,,,
-24426.88,,3.9753,6.9643,,21.3634,72.9204,,26.9188,23.9439,,,,
-24425.88,,3.9753,6.9633,,21.3634,72.9204,,26.9188,21.9455,,,,
-24424.88,,3.9753,6.9633,,21.3634,72.9204,,26.9188,21.9455,,,,
-24423.88,,3.9753,6.9629,,21.3634,72.9204,,27.9134,27.9405,,,,
-24422.88,,3.9753,6.9643,,21.3634,72.9204,,27.9134,27.9405,,,,
-24421.88,,3.9753,6.9633,,21.3634,72.9204,,26.9188,21.9455,,,,
-24420.88,,3.9753,6.9633,,21.3634,72.9204,,26.9188,21.9455,,,,
-24419.88,,3.9753,6.9633,,21.3634,72.9204,,28.9081,24.9385,,,,
-24418.88,,3.9753,6.9633,,21.3634,72.9204,,28.9081,24.9385,,,,
-24417.88,,3.9753,6.9643,,21.3634,72.9204,,28.9081,24.9385,,,,
-24416.88,,3.9753,6.9633,,21.3634,72.9204,,28.9081,24.9385,,,,
-24415.88,,3.9753,6.9633,,21.3634,72.9204,,28.9081,22.9492,,,,
-24414.88,,3.9753,6.9643,,21.3634,72.9204,,28.9081,22.9492,,,,
-24413.88,,3.9768,6.9629,,21.3634,72.9204,,29.9117,23.9439,,,,
-24412.88,,3.9757,6.9629,,21.3634,72.9204,,29.9117,23.9439,,,,
-24411.88,,3.9757,6.9629,,21.3634,72.9204,,29.9117,23.9439,,,,
-24410.88,,3.9757,6.9633,,21.3634,72.9204,,29.9117,23.9439,,,,
-24409.88,,3.9757,6.9633,,21.3634,72.9204,,27.9134,24.9385,,,,
-24408.88,,3.9757,6.9633,,21.3634,72.9204,,27.9134,24.9385,,,,
-24407.88,,3.9757,6.9633,,21.3634,72.9204,,28.9081,27.9405,,,,
-24406.88,,3.9757,6.9633,,21.3634,72.9204,,28.9081,27.9405,,,,
-24405.88,,3.9757,6.9633,,21.3634,72.9204,,26.9188,20.9418,,,,
-24404.88,,3.9757,6.9633,,21.3634,72.9204,,26.9188,20.9418,,,,
-24403.88,,3.9757,6.9643,,21.3634,72.9204,,25.9151,23.9439,,,,
-24402.88,,3.9757,6.9633,,21.3634,72.9204,,25.9151,23.9439,,,,
-24401.88,,3.9757,6.9629,,21.3634,72.9204,,28.9081,24.9385,,,,
-24400.88,,3.9757,6.9629,,21.3634,72.9204,,28.9081,24.9385,,,,
-24399.88,,3.9757,6.9643,,21.3634,72.9204,,26.9188,23.9439,,,,
-24398.88,,3.9757,6.9629,,21.3634,72.9204,,26.9188,23.9439,,,,
-24397.88,,3.9757,6.9633,,21.3634,72.9204,,31.9191,25.9512,,,,
-24396.88,,3.9757,6.9633,,21.3634,72.9204,,31.9191,25.9512,,,,
-24395.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24394.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24393.88,,3.9757,6.9643,,21.3634,72.9204,,26.9188,23.9439,,,,
-24392.88,,3.9757,6.9633,,21.3634,72.9204,,26.9188,23.9439,,,,
-24391.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24390.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24389.88,,3.9757,6.9633,,21.3634,72.9204,,28.8990,26.9459,,,,
-24388.88,,3.9757,6.9633,,21.3634,72.9204,,28.8990,26.9459,,,,
-24387.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,24.9385,,,,
-24386.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,24.9385,,,,
-24385.88,,3.9757,6.9633,,21.3634,72.9204,,27.9134,23.9439,,,,
-24384.88,,3.9768,6.9643,,21.3634,72.9204,,27.9134,23.9439,,,,
-24383.88,,3.9757,6.9633,,21.3634,72.9204,,30.9064,23.9439,,,,
-24382.88,,3.9757,6.9643,,21.3634,72.9204,,30.9064,23.9439,,,,
-24381.88,,3.9768,6.9643,,21.3634,72.9204,,27.9134,23.9439,,,,
-24380.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,23.9439,,,,
-24379.88,,3.9757,6.9633,,21.3634,72.9204,,27.9134,25.9512,,,,
-24378.88,,3.9757,6.9618,,21.3634,72.9204,,27.9134,25.9512,,,,
-24377.88,,3.9757,6.9643,,21.3634,72.9204,,28.9081,24.9385,,,,
-24376.88,,3.9757,6.9633,,21.3634,72.9204,,28.9081,24.9385,,,,
-24375.88,,3.9757,6.9633,,21.3634,72.9204,,27.9134,20.9509,,,,
-24374.88,,3.9757,6.9643,,21.3634,72.9204,,27.9134,20.9509,,,,
-24373.88,,3.9768,6.9633,,21.3634,72.9204,,25.9151,22.9402,,,,
-24372.88,,3.9757,6.9633,,21.3634,72.9204,,25.9151,22.9402,,,,
-24371.88,,3.9757,6.9643,,21.3634,72.9204,,28.9081,23.9439,,,,
-24370.88,,3.9761,6.9633,,21.3634,72.9204,,28.9081,23.9439,,,,
-24369.88,,3.9761,6.9633,,21.3634,72.9204,,27.9134,22.9492,,,,
-24368.88,,3.9761,6.9633,,21.3634,72.9204,,27.9134,22.9492,,,,
-24367.88,,3.9761,6.9633,,21.3634,72.9204,,29.9117,23.9439,,,,
-24366.88,,3.9761,6.9643,,21.3634,72.9204,,29.9117,23.9439,,,,
-24365.88,,3.9761,6.9633,,21.3634,72.9204,,28.9081,26.9459,,,,
-24364.88,,3.9761,6.9643,,21.3634,72.9204,,28.9081,26.9459,,,,
-24363.88,,3.9761,6.9643,,21.3634,72.9204,,28.9081,23.9439,,,,
-24362.88,,3.9761,6.9633,,21.3634,72.9204,,28.9081,23.9439,,,,
-24361.88,,3.9761,6.9633,,21.3634,72.9204,,26.9188,23.9439,,,,
-24360.88,,3.9761,6.9654,,21.3634,72.9204,,26.9188,23.9439,,,,
-24359.88,,3.9761,6.9643,,21.3634,72.9204,,29.9117,25.9512,,,,
-24358.88,,3.9761,6.9633,,21.3634,72.9204,,29.9117,25.9512,,,,
-24357.88,,3.9761,6.9643,,21.3634,72.9204,,26.9188,24.9385,,,,
-24356.88,,3.9761,6.9633,,21.3634,72.9204,,26.9188,24.9385,,,,
-24355.88,,3.9761,6.9643,,21.3634,72.9204,,26.9188,23.9439,,,,
-24354.88,,3.9761,6.9643,,21.3634,72.9204,,26.9188,23.9439,,,,
-24353.88,,3.9761,6.9633,,21.3634,72.9204,,28.9081,23.9439,,,,
-24352.88,,3.9761,6.9633,,21.3634,72.9204,,28.9081,23.9439,,,,
-24351.88,,3.9761,6.9633,,21.3634,72.9204,,26.9188,22.9492,,,,
-24350.88,,3.9761,6.9643,,21.3634,72.9204,,26.9188,22.9492,,,,
-24349.88,,3.9761,6.9629,,21.3634,72.9204,,27.9134,25.9512,,,,
-24348.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,25.9512,,,,
-24347.88,,3.9761,6.9633,,21.3634,72.9204,,25.9151,24.9385,,,,
-24346.88,,3.9761,6.9643,,21.3634,72.9204,,25.9151,24.9385,,,,
-24345.88,,3.9761,6.9633,,21.3634,72.9204,,31.9010,27.9405,,,,
-24344.88,,3.9761,6.9643,,21.3634,72.9204,,31.9010,27.9405,,,,
-24343.88,,3.9761,6.9643,,21.3634,72.9204,,25.9151,26.9459,,,,
-24342.88,,3.9761,6.9629,,21.3634,72.9204,,25.9151,26.9459,,,,
-24341.88,,3.9761,6.9633,,21.3634,72.9204,,28.9081,22.9492,,,,
-24340.88,,3.9761,6.9643,,21.3634,72.9204,,28.9081,22.9492,,,,
-24339.88,,3.9761,6.9643,,21.3634,72.9204,,29.9117,30.9426,,,,
-24338.88,,3.9761,6.9633,,21.3634,72.9204,,29.9117,30.9426,,,,
-24337.88,,3.9761,6.9643,,21.3634,72.9204,,28.9081,25.9512,,,,
-24336.88,,3.9761,6.9643,,21.3634,72.9204,,28.9081,25.9512,,,,
-24335.88,,3.9761,6.9633,,21.3634,72.9204,,30.9064,23.9439,,,,
-24334.88,,3.9761,6.9633,,21.3634,72.9204,,30.9064,23.9439,,,,
-24333.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,24.9385,,,,
-24332.88,,3.9761,6.9633,,21.3634,72.9204,,27.9134,24.9385,,,,
-24331.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,23.9439,,,,
-24330.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,23.9439,,,,
-24329.88,,3.9761,6.9643,,21.3634,72.9204,,26.9188,19.9472,,,,
-24328.88,,3.9761,6.9643,,21.3634,72.9204,,26.9188,19.9472,,,,
-24327.88,,3.9761,6.9643,,21.3634,72.9204,,26.9188,23.9439,,,,
-24326.88,,3.9761,6.9654,,21.3634,72.9204,,26.9188,23.9439,,,,
-24325.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24324.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24323.88,,3.9761,6.9633,,21.3634,72.9204,,25.9151,20.9509,,,,
-24322.88,,3.9761,6.9643,,21.3634,72.9204,,25.9151,20.9509,,,,
-24321.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24320.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24319.88,,3.9761,6.9643,,21.3634,72.9204,,26.9188,23.9439,,,,
-24318.88,,3.9761,6.9654,,21.3634,72.9204,,26.9188,23.9439,,,,
-24317.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,25.9512,,,,
-24316.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,25.9512,,,,
-24315.88,,3.9761,6.9633,,21.3634,72.9204,,26.9188,23.9439,,,,
-24314.88,,3.9761,6.9633,,21.3634,72.9204,,26.9188,23.9439,,,,
-24313.88,,3.9761,6.9643,,21.3634,72.9204,,29.9117,23.9439,,,,
-24312.88,,3.9761,6.9643,,21.3634,72.9204,,29.9117,23.9439,,,,
-24311.88,,3.9771,6.9633,,21.3634,72.9204,,28.9081,23.9439,,,,
-24310.88,,3.9761,6.9633,,21.3634,72.9204,,28.9081,23.9439,,,,
-24309.88,,3.9771,6.9633,,21.3634,72.9204,,25.9151,23.9439,,,,
-24308.88,,3.9761,6.9643,,21.3634,72.9204,,25.9151,23.9439,,,,
-24307.88,,3.9761,6.9643,,21.3634,72.9204,,29.9117,24.9385,,,,
-24306.88,,3.9761,6.9643,,21.3634,72.9204,,29.9117,24.9385,,,,
-24305.88,,3.9761,6.9643,,21.3634,72.9204,,30.9064,22.9492,,,,
-24304.88,,3.9761,6.9643,,21.3634,72.9204,,30.9064,22.9492,,,,
-24303.88,,3.9761,6.9643,,21.3634,72.9204,,26.9188,23.9439,,,,
-24302.88,,3.9761,6.9654,,21.3634,72.9204,,26.9188,23.9439,,,,
-24301.88,,3.9761,6.9643,,21.3634,72.9204,,28.9081,20.9509,,,,
-24300.88,,3.9761,6.9643,,21.3634,72.9204,,28.9081,20.9509,,,,
-24299.88,,3.9761,6.9643,,21.3634,72.9204,,30.9064,26.9459,,,,
-24298.88,,3.9761,6.9643,,21.3634,72.9204,,30.9064,26.9459,,,,
-24297.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,25.9512,,,,
-24296.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,25.9512,,,,
-24295.88,,3.9771,6.9654,,21.3634,72.9204,,26.9188,21.9455,,,,
-24294.88,,3.9761,6.9643,,21.3634,72.9204,,26.9188,21.9455,,,,
-24293.88,,3.9771,6.9654,,21.3634,72.9204,,27.9134,22.9492,,,,
-24292.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,22.9492,,,,
-24291.88,,3.9771,6.9643,,21.3634,72.9204,,28.9081,23.9439,,,,
-24290.88,,3.9771,6.9643,,21.3634,72.9204,,28.9081,23.9439,,,,
-24289.88,,3.9771,6.9643,,21.3634,72.9204,,25.9151,22.9492,,,,
-24288.88,,3.9761,6.9643,,21.3634,72.9204,,25.9151,22.9492,,,,
-24287.88,,3.9761,6.9643,,21.3634,72.9204,,28.9081,24.9385,,,,
-24286.88,,3.9761,6.9643,,21.3634,72.9204,,28.9081,24.9385,,,,
-24285.88,,3.9761,6.9654,,21.3634,72.9204,,25.9151,21.9455,,,,
-24284.88,,3.9771,6.9654,,21.3634,72.9204,,25.9151,21.9455,,,,
-24283.88,,3.9761,6.9654,,21.3634,72.9204,,27.9134,22.9492,,,,
-24282.88,,3.9761,6.9654,,21.3634,72.9204,,27.9134,22.9492,,,,
-24281.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,24.9385,,,,
-24280.88,,3.9771,6.9654,,21.3634,72.9204,,27.9134,24.9385,,,,
-24279.88,,3.9761,6.9654,,21.3634,72.9204,,27.9134,24.9385,,,,
-24278.88,,3.9761,6.9654,,21.3634,72.9204,,27.9134,24.9385,,,,
-24277.88,,3.9761,6.9643,,21.3634,72.9204,,27.9134,23.9439,,,,
-24276.88,,3.9761,6.9654,,21.3634,72.9204,,27.9134,23.9439,,,,
-24275.88,,3.9771,6.9654,,21.3634,72.9204,,28.8900,22.9492,,,,
-24274.88,,3.9761,6.9654,,21.3634,72.9204,,28.8900,22.9492,,,,
-24273.88,,3.9771,6.9654,,21.3634,72.9204,,27.9134,26.9459,,,,
-24272.88,,3.9761,6.9654,,21.3634,72.9204,,27.9134,26.9459,,,,
-24271.88,,3.9771,6.9665,,21.3634,72.9204,,25.9151,23.9439,,,,
-24270.88,,3.9771,6.9654,,21.3634,72.9204,,25.9151,23.9439,,,,
-24269.88,,3.9771,6.9654,,21.3634,72.9204,,28.9081,25.9512,,,,
-24268.88,,3.9761,6.9665,,21.3634,72.9204,,28.9081,25.9512,,,,
-24267.88,,3.9761,6.9665,,21.3634,72.9204,,28.9081,21.9455,,,,
-24266.88,,3.9761,6.9654,,21.3634,72.9204,,28.9081,21.9455,,,,
-24265.88,,3.9761,6.9654,,21.3634,72.9204,,26.9188,22.9311,,,,
-24264.88,,3.9771,6.9665,,21.3634,72.9204,,26.9188,22.9311,,,,
-24263.88,,3.9761,6.9665,,21.3634,72.9204,,25.9151,22.9311,,,,
-24262.88,,3.9761,6.9654,,21.3634,72.9204,,25.9151,22.9311,,,,
-24261.88,,3.9761,6.9665,,21.3634,72.9204,,26.9188,22.9311,,,,
-24260.88,,3.9771,6.9665,,21.3634,72.9204,,26.9188,22.9311,,,,
-24259.88,,3.9771,6.9654,,21.3634,72.9204,,29.9117,23.9439,,,,
-24258.88,,3.9761,6.9665,,21.3634,72.9204,,29.9117,23.9439,,,,
-24257.88,,3.9771,6.9654,,21.3634,72.9204,,26.9188,26.9459,,,,
-24256.88,,3.9771,6.9654,,21.3634,72.9204,,26.9188,26.9459,,,,
-24255.88,,3.9761,6.9654,,21.3634,72.9204,,24.9114,23.9439,,,,
-24254.88,,3.9771,6.9665,,21.3634,72.9204,,24.9114,23.9439,,,,
-24253.88,,3.9771,6.9665,,21.3634,72.9204,,27.9134,21.9455,,,,
-24252.88,,3.9771,6.9665,,21.3634,72.9204,,27.9134,21.9455,,,,
-24251.88,,3.9761,6.9665,,21.3634,72.9204,,27.9134,25.9512,,,,
-24250.88,,3.9761,6.9669,,21.3634,72.9204,,27.9134,25.9512,,,,
-24249.88,,3.9761,6.9669,,21.3634,72.9204,,29.9117,25.9512,,,,
-24248.88,,3.9771,6.9669,,21.3634,72.9204,,29.9117,25.9512,,,,
-24247.88,,3.9771,6.9665,,21.3634,72.9204,,27.9134,22.9492,,,,
-24246.88,,3.9771,6.9665,,21.3634,72.9204,,27.9134,22.9492,,,,
-24245.88,,3.9761,6.9669,,21.3634,72.9204,,25.9151,22.9492,,,,
-24244.88,,3.9771,6.9669,,21.3634,72.9204,,25.9151,22.9492,,,,
-24243.88,,3.9771,6.9669,,21.3634,72.9204,,29.9117,22.9492,,,,
-24242.88,,3.9771,6.9665,,21.3634,72.9204,,29.9117,22.9492,,,,
-24241.88,,3.9771,6.9680,,21.3634,72.9204,,27.9134,25.9512,,,,
-24240.88,,3.9771,6.9680,,21.3634,72.9204,,27.9134,25.9512,,,,
-24239.88,,3.9771,6.9680,,21.3634,72.9204,,26.9188,22.9492,,,,
-24238.88,,3.9771,6.9654,,21.3634,72.9204,,26.9188,22.9492,,,,
-24237.88,,3.9771,6.9669,,21.3634,72.9204,,26.9188,23.9439,,,,
-24236.88,,3.9771,6.9680,,21.3634,72.9204,,26.9188,23.9439,,,,
-24235.88,,3.9761,6.9669,,21.3634,72.9204,,27.9134,28.9442,,,,
-24234.88,,3.9771,6.9680,,21.3634,72.9204,,27.9134,28.9442,,,,
-24233.88,,3.9771,6.9669,,21.3634,72.9204,,26.9188,24.9385,,,,
-24232.88,,3.9771,6.9669,,21.3634,72.9204,,26.9188,24.9385,,,,
-24231.88,,3.9761,6.9680,,21.3634,72.9204,,25.9151,20.9509,,,,
-24230.88,,3.9761,6.9680,,21.3634,72.9204,,25.9151,20.9509,,,,
-24229.88,,3.9771,6.9669,,21.3634,72.9204,,27.9134,24.9385,,,,
-24228.88,,3.9771,6.9669,,21.3634,72.9204,,27.9134,24.9385,,,,
-24227.88,,3.9771,6.9680,,21.3634,72.9204,,28.9081,20.9509,,,,
-24226.88,,3.9761,6.9680,,21.3634,72.9204,,28.9081,20.9509,,,,
-24225.88,,3.9771,6.9669,,21.3634,72.9204,,27.9134,23.9439,,,,
-24224.88,,3.9761,6.9690,,21.3634,72.9204,,27.9134,23.9439,,,,
-24223.88,,3.9771,6.9680,,21.3634,72.9204,,26.9188,25.9512,,,,
-24222.88,,3.9771,6.9680,,21.3634,72.9204,,26.9188,25.9512,,,,
-24221.88,,3.9771,6.9680,,21.3634,72.9204,,26.9188,24.9385,,,,
