Система автоматизации,AS
Абонент,ГПА-32
Ретросистема,Текущий
Дата,14.11.22
Время,14:50:15
Длительность архива (сек),1200.00
Время предыстории (сек),1200.00
Шаг дискретизации (сек),1.00

Время,"Частота вращения ротора СТ (1), об/мин","Давление газа на входе Км, Р Гвх.Км, МПа","Давление газа на выходе Км, Рг.вых.Км, МПа","Положение крана  № 6р (АПРК), %","Температура газа на входе Км, ТГ.вх.Км, °С","Температура газа на выходе Км, ТГ.вых.Км, °С","Виброперемещение ротора Км в передней опоре, гор. сост. (размах), мкм","Виброперемещение ротора Км в передней опоре, верт. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре гор. сост. (размах), мкм","Виброперемещение ротора Км в задней опоре верт. сост. (размах), мкм","Осевой сдвиг ротора К, мм","Перепад давления  на конфузоре,  DРКонф, кПа","Помпажный запас, %","Расчетная степень сжатия Км,","Частота вращения ротора СТ (2), об/мин"
-1032.92,,3.2708,4.9917,53.0527,24.8401,54.3559,43.9544,34.9121,24.9385,23.9710,0.3543,77.2164,47.8864,1.5105,7984.3530
-1031.92,,3.2708,4.9917,53.0490,24.8401,54.3559,43.9544,34.9121,25.9512,22.9763,0.3573,77.0718,47.8724,1.5105,7985.2285
-1030.92,,3.2708,4.9906,53.0599,24.8401,54.3559,43.9544,34.9121,25.9512,22.9763,0.3534,77.1470,47.8888,1.5102,7984.1440
-1029.92,,3.2708,4.9906,53.0346,24.8401,54.4316,43.9544,38.9088,29.9479,22.9763,0.3543,77.2049,47.9437,1.5101,7981.4463
-1028.92,,3.2708,4.9895,53.0454,24.8401,54.4316,47.9510,38.9088,29.9479,22.9763,0.3553,76.9792,47.8804,1.5098,7981.8105
-1027.92,,3.2708,4.9884,53.0454,24.8401,54.4316,47.9510,38.9088,31.9372,22.9763,0.3565,77.2743,47.8675,1.5095,7987.3989
-1026.92,,3.2708,4.9884,53.0056,24.8401,54.4316,57.9608,38.9088,31.9372,22.9763,0.3573,77.1238,47.8310,1.5095,7989.5718
-1025.92,,3.2708,4.9870,53.0454,24.8401,54.4316,57.9608,36.9104,27.9496,24.9656,0.3573,77.0833,47.8207,1.5091,7990.1763
-1024.92,,3.2708,4.9870,53.0490,24.8401,54.5073,42.9597,36.9104,27.9496,24.9656,0.3583,77.1470,47.7758,1.5091,7992.4717
-1023.92,,3.2708,4.9859,52.9767,24.8401,54.5073,42.9597,35.9158,25.9512,20.9599,0.3603,77.0544,47.7440,1.5088,7995.0083
-1022.92,,3.2708,4.9859,52.9514,24.8401,54.5073,29.9570,35.9158,25.9512,20.9599,0.3583,77.1470,47.7446,1.5087,7995.2764
-1021.92,,3.2708,4.9859,52.9405,24.8401,54.5073,29.9570,31.9191,24.9385,17.9760,0.3593,77.5637,47.8884,1.5087,7994.9131
-1020.92,,3.2708,4.9859,52.9550,24.8401,54.5830,39.9667,31.9191,24.9385,17.9760,0.3593,77.5174,47.9160,1.5087,7992.4717
-1019.92,,3.2718,4.9859,52.9080,24.8401,54.5830,39.9667,32.9228,19.9562,19.9653,0.3593,77.4421,47.9215,1.5083,7990.5405
-1018.92,,3.2718,4.9848,52.9333,24.8401,54.5830,32.9680,32.9228,19.9562,19.9653,0.3573,77.3032,47.8599,1.5081,7991.9980
-1017.92,,3.2718,4.9848,52.9225,24.8401,54.5830,32.9680,30.9245,29.9479,18.9706,0.3561,77.3495,47.8472,1.5079,7991.7451
-1016.92,,3.2718,4.9848,53.0346,24.8401,54.6587,44.9580,30.9245,29.9479,18.9706,0.3553,77.5868,48.0013,1.5079,7987.0381
-1015.92,,3.2718,4.9881,53.5771,24.8401,54.6587,44.9580,39.9215,26.9459,22.9763,0.3587,77.3322,47.9399,1.5088,7986.3140
-1014.92,,3.2718,5.0014,53.9569,24.8401,54.6587,42.9597,39.9215,26.9459,22.9763,0.3603,77.0602,47.8935,1.5120,7982.5371
-1013.92,,3.2718,5.0224,54.3909,24.8401,54.6587,42.9597,27.9134,20.9509,16.9723,0.3618,76.6898,47.8293,1.5181,7979.0820
-1012.92,,3.2718,5.0481,54.7056,24.8401,54.6587,31.9643,27.9134,20.9509,16.9723,0.3644,76.0243,47.6496,1.5254,7974.1846
-1011.92,,3.2718,5.0709,54.9154,24.8401,54.7344,31.9643,31.9191,21.9455,19.9653,0.3680,75.0984,47.3826,1.5324,7970.5605
-1010.92,,3.2718,5.0901,55.0130,24.8401,54.7344,37.9593,31.9191,21.9455,19.9653,0.3673,74.8669,47.3405,1.5382,7964.0410
-1009.92,,3.2718,5.1034,55.1071,24.8401,54.7344,37.9593,37.9141,26.9459,23.9710,0.3683,74.4676,47.2544,1.5427,7960.7026
-1008.92,,3.2718,5.1128,55.1613,24.8401,54.8101,42.9597,37.9141,26.9459,23.9710,0.3707,74.0046,47.1121,1.5456,7957.5356
-1007.92,,3.2718,5.1179,55.1613,24.8401,54.8101,42.9597,40.9162,28.9442,22.9763,0.3703,73.9294,47.1124,1.5473,7954.2861
-1006.92,,3.2718,5.1237,55.1505,24.8401,54.8101,42.9597,40.9162,28.9442,22.9763,0.3694,73.9294,46.9878,1.5488,7965.4907
-1005.92,,3.2718,5.1273,55.1107,24.8401,54.8101,42.9597,37.9141,28.9442,23.9710,0.3694,74.2188,46.7617,1.5500,7990.2954
-1004.92,,3.2718,5.1345,55.1107,24.8401,54.8858,44.9580,37.9141,28.9442,23.9710,0.3644,75.0347,46.8523,1.5519,8005.0918
-1003.92,,3.2718,5.1454,55.1396,24.8401,54.8858,44.9580,40.9162,33.9536,23.9710,0.3713,75.2951,46.8918,1.5549,8013.9043
-1002.92,,3.2718,5.1526,55.1215,24.8401,54.8858,63.9468,40.9162,33.9536,23.9710,0.3710,75.4109,46.9134,1.5574,8014.6304
-1001.92,,3.2718,5.1599,55.1758,24.8401,54.8858,63.9468,38.9088,33.9536,25.9693,0.3703,75.5556,47.0659,1.5595,8007.7231
-1000.92,,3.2718,5.1624,55.1107,24.8401,54.8858,60.9538,38.9088,33.9536,25.9693,0.3703,75.4456,47.0854,1.5605,8005.9019
-999.92,,3.2718,5.1635,55.1396,24.8401,54.9615,60.9538,38.9088,31.9372,25.9693,0.3741,75.1910,46.9064,1.5609,8009.9058
-998.92,,3.2718,5.1624,55.1432,24.8401,54.9615,49.9584,38.9088,31.9372,25.9693,0.3743,75.0579,46.8060,1.5606,8015.3560
-997.92,,3.2718,5.1624,55.1288,24.8401,54.9615,49.9584,44.9128,31.9372,24.9656,0.3763,75.1910,46.7856,1.5606,8018.9819
-996.92,,3.2718,5.1649,55.0962,24.8401,55.0381,54.9497,44.9128,31.9372,24.9656,0.3763,75.2315,46.8213,1.5611,8019.7461
-995.92,,3.2718,5.1671,55.1251,24.8401,55.0381,54.9497,42.9145,29.9479,25.9693,0.3763,75.3299,46.8068,1.5617,8021.9355
-994.92,,3.2718,5.1696,55.1251,24.8401,55.0381,45.9527,42.9145,29.9479,25.9693,0.3753,75.3646,46.8625,1.5626,8020.7988
-993.92,,3.2718,5.1707,55.0745,24.8401,55.1156,45.9527,41.9108,28.9533,22.9763,0.3753,75.3067,46.7983,1.5631,8022.6655
-992.92,,3.2718,5.1707,55.0926,24.8401,55.1156,43.9544,41.9108,28.9533,22.9763,0.3723,75.3762,46.8275,1.5631,8021.5723
-991.92,,3.2718,5.1722,55.0492,24.8401,55.1156,43.9544,42.9145,27.9496,22.9763,0.3703,75.4514,46.9151,1.5635,8017.1934
-990.92,,3.2718,5.1722,55.0926,24.8401,55.1156,40.9614,42.9145,27.9496,22.9763,0.3713,75.3935,46.8932,1.5635,8018.2866
-989.92,,3.2718,5.1722,55.1251,24.8401,55.1931,40.9614,42.9145,29.9479,22.9763,0.3712,75.1331,46.8183,1.5635,8017.5322
-988.92,,3.2718,5.1696,55.1215,24.7626,55.1931,44.9580,42.9145,29.9479,22.9763,0.3703,75.0579,46.7562,1.5629,8018.2866
-987.92,,3.2718,5.1685,55.0564,24.7626,55.1931,44.9580,41.9108,31.9372,25.9693,0.3713,74.9595,46.7241,1.5625,8017.5571
-986.92,,3.2718,5.1660,55.1107,24.7626,55.1931,50.9531,41.9108,31.9372,25.9693,0.3713,74.9016,46.7085,1.5619,8017.1934
-985.92,,3.2718,5.1649,55.1324,24.7626,55.2706,50.9531,43.9091,31.9372,25.9693,0.3713,75.0463,46.7319,1.5614,8016.4639
-984.92,,3.2718,5.1660,55.1107,24.7626,55.2706,53.9551,43.9091,31.9372,25.9693,0.3713,75.1273,46.8615,1.5615,8012.4570
-983.92,,3.2718,5.1660,55.0420,24.7626,55.2706,53.9551,44.9128,34.9302,27.9586,0.3644,74.8958,46.8352,1.5617,8005.5396
-982.92,,3.2718,5.1649,54.9949,24.7626,55.3481,69.9508,44.9128,34.9302,27.9586,0.3654,74.6065,46.8372,1.5615,8000.1558
-981.92,,3.2718,5.1624,54.9805,24.7626,55.3481,69.9508,44.9128,36.9466,29.9570,0.3686,74.7280,46.7850,1.5608,8004.0854
-980.92,,3.2718,5.1602,54.9407,24.7626,55.3481,66.9578,44.9128,36.9466,29.9570,0.3723,75.0347,46.8125,1.5600,8010.2700
-979.92,,3.2718,5.1588,54.8973,24.7626,55.3481,66.9578,48.9005,30.9426,28.9623,0.3743,75.2083,46.8194,1.5595,8015.0044
-978.92,,3.2718,5.1577,54.8575,24.7626,55.4256,47.9510,48.9005,30.9426,28.9623,0.3764,75.3819,46.8561,1.5592,8017.9229
-977.92,,3.2718,5.1588,54.7888,24.7626,55.4256,47.9510,42.9145,28.9442,24.9656,0.3773,75.4398,46.8376,1.5595,8021.5239
-976.92,,3.2718,5.1566,54.6332,24.7626,55.4256,45.9527,42.9145,28.9442,24.9656,0.3813,75.6134,46.8349,1.5590,8025.8848
-975.92,,3.2718,5.1515,54.3547,24.7626,55.4256,45.9527,37.9322,25.9512,21.9727,0.3813,76.0185,46.9505,1.5577,8027.7041
-974.92,,3.2718,5.1432,54.2390,24.7626,55.5031,37.9593,37.9322,25.9512,21.9727,0.3813,76.1921,46.9728,1.5554,8032.4355
-973.92,,3.2718,5.1324,54.0654,24.7626,55.5031,37.9593,29.9117,17.9579,17.9669,0.3806,76.2905,46.9564,1.5522,8036.8071
-972.92,,3.2718,5.1197,53.9569,24.7626,55.5031,25.9603,29.9117,17.9579,17.9669,0.3803,76.3310,46.9127,1.5486,8041.5459
-971.92,,3.2718,5.1100,53.9641,24.7626,55.5031,25.9603,22.9221,15.9596,15.9777,0.3783,76.9444,47.1133,1.5453,8041.9116
-970.92,,3.2718,5.1042,54.0473,24.7626,55.5807,22.9673,22.9221,15.9596,15.9777,0.3773,77.0833,47.1870,1.5435,8042.2769
-969.92,,3.2718,5.1038,54.9262,24.7626,55.5807,22.9673,22.9221,15.9596,13.9703,0.3773,76.9850,47.1605,1.5431,8041.1831
-968.92,,3.2718,5.1360,56.2066,24.7626,55.5807,27.9586,22.9221,15.9596,13.9703,0.3762,76.2616,47.0590,1.5508,8033.6372
-967.92,,3.2718,5.1758,56.4453,24.7626,55.6581,27.9586,26.9188,24.9385,15.9777,0.3757,75.2720,46.8162,1.5629,8020.8394
-966.92,,3.2718,5.2069,56.5321,24.7626,55.6581,46.9564,26.9188,24.9385,15.9777,0.3813,74.3924,46.6039,1.5725,8013.9111
-965.92,,3.2718,5.2268,56.5936,24.7626,55.6581,46.9564,39.9215,26.9459,25.9693,0.3824,73.7674,46.4228,1.5790,8009.1768
-964.92,,3.2718,5.2420,56.6659,24.7626,55.7357,43.9544,39.9215,26.9459,25.9693,0.3824,73.4664,46.3521,1.5836,8004.4482
-963.92,,3.2718,5.2528,56.7527,24.7626,55.7357,43.9544,26.9188,16.9542,14.9740,0.3813,73.2060,46.2818,1.5869,8001.8457
-962.92,,3.2718,5.2611,56.7744,24.7626,55.7357,26.9640,26.9188,16.9542,14.9740,0.3802,72.9456,46.2312,1.5893,7997.1860
-961.92,,3.2718,5.2662,56.8142,24.7626,55.7357,26.9640,24.9204,17.9579,13.9703,0.3774,72.8009,46.2413,1.5912,7992.1079
-960.92,,3.2718,5.2709,56.7672,24.7626,55.7357,27.9586,24.9204,17.9579,13.9703,0.3763,72.5984,46.2306,1.5926,7988.7192
-959.92,,3.2718,5.2734,56.7527,24.7626,55.8132,27.9586,40.9162,29.9479,22.9763,0.3783,72.3206,46.0869,1.5935,7990.2954
-958.92,,3.2718,5.2745,56.7889,24.7626,55.8132,45.9527,40.9162,29.9479,22.9763,0.3785,72.4711,46.1433,1.5938,7988.8472
-957.92,,3.2718,5.2756,56.7744,24.7626,55.8132,45.9527,39.9215,22.9492,23.9710,0.3793,72.5694,46.2245,1.5941,7985.0811
-956.92,,3.2718,5.2756,56.7708,24.7626,55.8907,32.9590,39.9215,22.9492,23.9710,0.3793,72.5289,46.2308,1.5942,7984.8657
-955.92,,3.2718,5.2756,56.7527,24.7626,55.8907,32.9590,27.9134,20.9509,17.9669,0.3803,72.3785,46.1428,1.5942,7986.8999
-954.92,,3.2718,5.2771,56.7853,24.7626,55.8907,27.9586,27.9134,20.9509,17.9669,0.3803,72.4884,46.1863,1.5946,7985.5894
-953.92,,3.2718,5.2781,56.7781,24.7626,55.9682,27.9586,41.9108,30.9426,22.9763,0.3832,72.2975,46.1221,1.5949,7987.0381
-952.92,,3.2718,5.2792,56.7672,24.7626,55.9682,47.9510,41.9108,30.9426,22.9763,0.3843,72.1238,46.0141,1.5952,7990.1763
-951.92,,3.2718,5.2781,56.8070,24.7626,55.9682,47.9510,46.9021,30.9426,26.9640,0.3864,72.1933,46.0336,1.5949,7990.5405
-950.92,,3.2718,5.2792,56.8215,24.7626,55.9682,46.9564,46.9021,30.9426,26.9640,0.3843,72.1238,46.0232,1.5952,7989.9355
-949.92,,3.2718,5.2792,56.8106,24.7626,56.0446,46.9564,37.9141,25.9512,21.9727,0.3843,72.1065,45.9960,1.5952,7990.6597
-948.92,,3.2718,5.2781,56.7744,24.7626,56.0446,42.9597,37.9141,25.9512,21.9727,0.3873,72.2512,45.9900,1.5949,7993.8193
-947.92,,3.2718,5.2781,56.7744,24.7626,56.0446,42.9597,29.9117,19.9562,15.9777,0.3873,72.4132,46.0976,1.5949,7992.3618
-946.92,,3.2718,5.2792,56.7889,24.7626,56.0446,29.9570,29.9117,19.9562,15.9777,0.3872,72.3785,46.0697,1.5952,7992.8325
-945.92,,3.2718,5.2807,56.7925,24.7626,56.1203,29.9570,30.9245,20.9509,15.9777,0.3864,72.5405,46.1219,1.5957,7992.7266
-944.92,,3.2718,5.2807,56.7925,24.7626,56.1203,33.9627,30.9245,20.9509,15.9777,0.3843,72.4595,46.1049,1.5957,7992.4717
-943.92,,3.2718,5.2818,56.8396,24.7626,56.1203,33.9627,26.9188,19.9472,16.9633,0.3843,72.5579,46.1793,1.5960,7990.0542
-942.92,,3.2718,5.2818,56.7744,24.7626,56.1960,30.9697,26.9188,19.9472,16.9633,0.3864,72.3438,46.0768,1.5960,7991.7451
-941.92,,3.2718,5.2818,56.7925,24.7626,56.1960,30.9697,24.9295,28.9442,14.9740,0.3872,72.2917,46.0406,1.5960,7993.1958
-940.92,,3.2718,5.2807,56.8142,24.7626,56.1960,42.9597,24.9295,28.9442,14.9740,0.3883,72.4248,46.0606,1.5958,7993.9199
-939.92,,3.2718,5.2807,56.7672,24.7626,56.2717,42.9597,39.9215,27.9496,21.9727,0.3893,72.3785,46.0531,1.5957,7995.4639
-938.92,,3.2718,5.2807,56.7781,24.7626,56.2717,33.9627,39.9215,27.9496,21.9727,0.3893,72.3727,46.0218,1.5957,7996.1831
-937.92,,3.2718,5.2818,56.7491,24.7626,56.2717,33.9627,34.9121,27.9496,19.9653,0.3883,72.3553,46.0406,1.5960,7994.9131
-936.92,,3.2718,5.2828,56.8432,24.7626,56.2717,41.9560,34.9121,27.9496,19.9653,0.3883,72.2396,46.0183,1.5963,7994.2842
-935.92,,3.2718,5.2828,56.7889,24.7626,56.3474,41.9560,44.9128,30.9426,25.9693,0.3902,72.4016,46.0149,1.5963,7996.4595
-934.92,,3.2718,5.2818,56.8251,24.7626,56.3474,46.9564,44.9128,30.9426,25.9693,0.3902,72.4421,46.0547,1.5960,7996.4595
-933.92,,3.2718,5.2828,56.7962,24.7626,56.3474,46.9564,34.9121,21.9455,20.9599,0.3912,72.5984,46.1328,1.5963,7993.4551
-932.92,,3.2718,5.2828,56.8070,24.7626,56.3474,38.9540,34.9121,21.9455,20.9599,0.3893,72.6331,46.1789,1.5964,7991.2695
-931.92,,3.2718,5.2843,56.8396,24.7626,56.4231,38.9540,40.9162,30.9426,22.9763,0.3902,72.4826,46.1405,1.5967,7991.2695
-930.92,,3.2718,5.2843,56.7889,24.7626,56.4231,46.9473,40.9162,30.9426,22.9763,0.3883,72.4653,46.1096,1.5967,7992.1079
-929.92,,3.2718,5.2843,56.7925,24.7626,56.4231,46.9473,37.9141,19.9562,21.9727,0.3882,72.3090,46.0771,1.5967,7992.3618
-928.92,,3.2718,5.2832,56.7672,24.7626,56.4231,28.9623,37.9141,19.9562,21.9727,0.3853,72.3495,46.0715,1.5964,7991.7451
-927.92,,3.2718,5.2818,56.8142,24.7626,56.5241,28.9623,24.9204,18.9525,14.9740,0.3844,72.4132,46.0757,1.5960,7990.5405
-926.92,,3.2718,5.2818,56.7708,24.7626,56.5241,26.9640,24.9204,18.9525,14.9740,0.3846,72.5868,46.1980,1.5960,7989.4468
-925.92,,3.2718,5.2818,56.8323,24.7626,56.5241,26.9640,34.9121,28.9442,18.9706,0.3843,72.2396,46.0563,1.5962,7991.8564
-924.92,,3.2718,5.2818,56.7527,24.7626,56.5241,48.9638,34.9121,28.9442,18.9706,0.3864,72.1412,45.9681,1.5960,7994.0210
-923.92,,3.2718,5.2818,56.7672,24.7626,56.5998,48.9638,47.9058,28.9442,25.9693,0.3864,72.2049,45.9899,1.5960,7993.9199
-922.92,,3.2718,5.2818,56.7564,24.7626,56.5998,44.9580,47.9058,28.9442,25.9693,0.3853,72.2975,46.0752,1.5957,7990.4165
-921.92,,3.2718,5.2818,56.7166,24.7626,56.5998,44.9580,44.9128,29.9479,26.9640,0.3854,72.1123,45.9864,1.5960,7991.0205
-920.92,,3.2718,5.2807,56.7383,24.7626,56.6755,46.9564,44.9128,29.9479,26.9640,0.3860,72.1528,46.0451,1.5957,7989.0835
-919.92,,3.2718,5.2807,56.7744,24.7626,56.6755,46.9564,42.9145,30.9426,26.9640,0.3864,72.0660,46.0109,1.5957,7988.3550
-918.92,,3.2718,5.2796,57.0493,24.7626,56.6755,48.9638,42.9145,30.9426,26.9640,0.3864,72.0486,46.0124,1.5954,7988.4868
-917.92,,3.2718,5.2865,57.5340,24.7626,56.6755,48.9638,45.9075,31.9372,24.9656,0.3872,71.8171,45.9246,1.5970,7988.3550
-916.92,,3.2718,5.3082,57.8921,24.7626,56.7512,46.9564,45.9075,31.9372,24.9656,0.3883,71.5278,45.8691,1.6026,7983.7798
-915.92,,3.2718,5.3317,58.1091,24.7626,56.7512,46.9564,46.9021,32.9409,27.9586,0.3923,70.6192,45.5914,1.6098,7979.4429
-914.92,,3.2718,5.3541,58.1814,24.7626,56.7512,48.9638,46.9021,32.9409,27.9586,0.3923,70.3009,45.5184,1.6165,7974.7500
-913.92,,3.2718,5.3711,58.1995,24.7626,56.7512,48.9638,46.9021,31.9372,25.9693,0.3923,69.7627,45.3904,1.6218,7970.5605
-912.92,,3.2718,5.3830,58.2140,24.7626,56.8269,45.9527,46.9021,31.9372,25.9693,0.3893,69.5197,45.3104,1.6255,7965.7393
-911.92,,3.2718,5.3913,58.2140,24.7626,56.8269,45.9527,48.9005,31.9372,25.9693,0.3905,69.3287,45.2747,1.6282,7962.3271
-910.92,,3.2718,5.3964,58.2176,24.7626,56.8269,50.9531,48.9005,31.9372,25.9693,0.3913,69.0567,45.1900,1.6299,7960.4248
-909.92,,3.2718,5.3986,58.2610,24.7626,56.8269,50.9531,50.9078,32.9409,26.9640,0.3872,69.1319,45.2111,1.6306,7960.0640
-908.92,,3.2718,5.4000,58.2718,24.7626,56.9026,49.9584,50.9078,32.9409,26.9640,0.3923,68.9236,45.1376,1.6310,7960.4248
-907.92,,3.2718,5.4011,58.2935,24.7626,56.9026,49.9584,48.9005,32.9409,28.9623,0.3933,68.9873,45.1562,1.6314,7960.0640
-906.92,,3.2718,5.4022,58.2248,24.7626,56.9026,49.9584,48.9005,32.9409,28.9623,0.3902,68.9294,45.1362,1.6317,7959.3403
-905.92,,3.2718,5.4036,58.2140,24.7626,56.9026,49.9584,46.9021,34.9302,24.9656,0.3913,68.8773,45.1136,1.6321,7961.7827
-904.92,,3.2718,5.4036,58.1995,24.7626,56.9783,51.9567,46.9021,34.9302,24.9656,0.3953,68.7211,44.9753,1.6321,7966.9360
-903.92,,3.2718,5.4036,58.2212,24.7626,56.9783,51.9567,49.8951,33.9355,27.9586,0.3983,69.0741,45.0964,1.6321,7965.4907
-902.92,,3.2718,5.4073,58.2067,24.7626,56.9783,48.9638,49.8951,33.9355,27.9586,0.3992,68.9063,45.0664,1.6330,7966.5752
-901.92,,3.2718,5.4073,58.2176,24.7626,57.0540,48.9638,44.9128,32.9409,24.9656,0.4013,68.8252,45.0165,1.6332,7967.6626
-900.92,,3.2718,5.4073,58.2067,24.7626,57.0540,46.9564,44.9128,32.9409,24.9656,0.4005,68.9410,45.0479,1.6332,7966.9360
-899.92,,3.2718,5.4083,58.1850,24.7626,57.0540,46.9564,42.9145,32.9409,25.9693,0.4013,68.8484,45.0347,1.6334,7966.9360
-898.92,,3.2718,5.4073,58.2248,24.7626,57.1297,48.9638,42.9145,32.9409,25.9693,0.3992,68.9005,45.0416,1.6332,7966.9360
-897.92,,3.2718,5.4073,58.1887,24.7626,57.1297,48.9638,43.9091,31.9372,24.9747,0.4002,68.8252,45.0320,1.6332,7966.2129
-896.92,,3.2718,5.4073,58.2031,24.7626,57.1297,51.9567,43.9091,31.9372,24.9747,0.4013,68.8657,45.0186,1.6332,7966.5752
-895.92,,3.2718,5.4073,58.2031,24.7626,57.1297,51.9567,47.9058,32.9409,26.9640,0.4023,68.8484,45.0183,1.6332,7967.5405
-894.92,,3.2718,5.4083,58.2140,24.7626,57.1297,51.9567,47.9058,32.9409,26.9640,0.4041,69.0972,45.0742,1.6335,7968.3857
-893.92,,3.2718,5.4094,58.2393,24.7626,57.2054,51.9567,46.9021,25.9512,24.9656,0.4042,69.1146,45.1056,1.6338,7968.3857
-892.92,,3.2718,5.4094,58.2501,24.7626,57.2054,38.9540,46.9021,25.9512,24.9656,0.4052,68.9236,45.0110,1.6339,7970.2866
-891.92,,3.2718,5.4109,58.1887,24.7626,57.2054,38.9540,30.9245,31.9372,16.9723,0.4042,68.7674,44.9759,1.6343,7969.8345
-890.92,,3.2718,5.4098,58.2031,24.7626,57.2811,47.9510,30.9245,31.9372,16.9723,0.4042,68.7500,44.9577,1.6340,7969.1108
-889.92,,3.2718,5.4098,58.1887,24.7626,57.2811,47.9510,45.9075,31.9372,26.9640,0.4023,68.8252,44.9840,1.6340,7968.7471
-888.92,,3.2718,5.4083,58.1706,24.7626,57.3568,50.9531,45.9075,31.9372,26.9640,0.4031,69.0567,45.0698,1.6335,7968.0234
-887.92,,3.2718,5.4094,58.1995,24.7626,57.3568,50.9531,42.9145,26.9459,24.9656,0.4023,68.8773,45.0363,1.6338,7966.9360
-886.92,,3.2718,5.4094,58.1670,24.7626,57.3568,46.9564,42.9145,26.9459,24.9656,0.4002,68.9873,45.0890,1.6339,7965.4907
-885.92,,3.2718,5.4083,58.1055,24.7626,57.3568,46.9564,50.9078,34.9483,26.9640,0.3992,68.9931,45.0972,1.6337,7966.2129
-884.92,,3.2718,5.4062,58.1091,24.6851,57.4325,51.9567,50.9078,34.9483,26.9640,0.3992,68.9120,44.9984,1.6330,7968.3857
-883.92,,3.2718,5.4047,58.0874,24.6851,57.4325,51.9567,46.9021,20.9509,25.9693,0.3983,68.9294,45.0159,1.6325,7967.9014
-882.92,,3.2718,5.4011,57.9861,24.6851,57.4325,35.9610,46.9021,20.9509,25.9693,0.3983,69.1435,45.0906,1.6317,7968.0234
-881.92,,3.2718,5.3964,57.8451,24.6851,57.4325,35.9610,31.9191,23.9619,17.9669,0.3980,69.1609,45.1050,1.6303,7967.9014
-880.92,,3.2718,5.3881,57.6389,24.6851,57.5082,38.9540,31.9191,23.9619,17.9669,0.3973,69.1609,45.0538,1.6281,7971.6479
-879.92,,3.2718,5.3772,57.5014,24.6851,57.5082,38.9540,28.9171,21.9546,16.9723,0.3953,69.5313,45.1943,1.6249,7971.2842
-878.92,,3.2718,5.3649,57.4074,24.6851,57.5082,36.9557,28.9171,21.9546,16.9723,0.3963,69.7107,45.2071,1.6214,7977.0879
-877.92,,3.2718,5.3530,57.2953,24.6851,57.5839,36.9557,30.9245,21.9546,19.9653,0.3953,70.1852,45.3307,1.6176,7980.7202
-876.92,,3.2718,5.3432,57.1723,24.6851,57.5839,28.9533,30.9245,21.9546,19.9653,0.3973,70.5787,45.4514,1.6145,7983.2627
-875.92,,3.2718,5.3349,57.1361,24.6851,57.5839,28.9533,31.9191,23.9619,18.9706,0.3963,70.7928,45.5219,1.6121,7986.4546
-874.92,,3.2718,5.3266,57.0638,24.6851,57.6596,37.9593,31.9191,23.9619,18.9706,0.3963,71.0822,45.6226,1.6097,7985.2285
-873.92,,3.2718,5.3205,56.9915,24.6851,57.6596,37.9593,24.9204,17.9579,14.9740,0.3963,71.4178,45.7445,1.6077,7985.9531
-872.92,,3.2718,5.3143,56.9336,24.6851,57.6596,32.9680,24.9204,17.9579,14.9740,0.3963,71.4583,45.7612,1.6058,7987.3989
-871.92,,3.2718,5.3060,56.8576,24.6851,57.6596,32.9680,28.9171,20.9509,16.9723,0.3963,71.4988,45.7472,1.6036,7990.2954
-870.92,,3.2718,5.2962,56.8070,24.6851,57.6596,31.9643,28.9171,20.9509,16.9723,0.3963,71.6319,45.7416,1.6009,7993.1958
-869.92,,3.2718,5.2904,56.8142,24.6851,57.7353,31.9643,26.9188,19.9562,16.9723,0.3963,71.9676,45.8617,1.5988,7994.2842
-868.92,,3.2718,5.2879,56.8613,24.6851,57.7353,25.9603,26.9188,19.9562,16.9723,0.3963,72.1123,45.9269,1.5979,7994.6445
-867.92,,3.2718,5.2890,57.3025,24.6851,57.7353,25.9603,25.9241,17.9579,14.9740,0.3963,71.8750,45.8619,1.5979,7993.9199
-866.92,,3.2718,5.3045,57.7836,24.6851,57.8110,26.9640,25.9241,17.9579,14.9740,0.3983,71.4988,45.7690,1.6018,7990.6597
-865.92,,3.2718,5.3360,58.4346,24.6851,57.8110,26.9640,29.9117,20.9509,16.9723,0.3992,70.7350,45.5862,1.6104,7985.0811
-864.92,,3.2718,5.3747,58.8686,24.6851,57.8110,34.9573,29.9117,20.9509,16.9723,0.4023,70.0116,45.3887,1.6215,7976.7236
-863.92,,3.2718,5.4094,59.1471,24.6851,57.8110,34.9573,31.9191,21.9455,16.9723,0.4032,68.8484,45.0289,1.6325,7969.7026
-862.92,,3.2718,5.4380,59.1978,24.6851,57.8867,32.9590,31.9191,21.9455,16.9723,0.4032,68.3044,44.8526,1.6410,7963.6792
-861.92,,3.2718,5.4583,59.2556,24.6851,57.8867,32.9590,30.9245,23.9619,17.9669,0.4032,67.9225,44.7464,1.6474,7958.9810
-860.92,,3.2718,5.4706,59.3171,24.6851,57.8867,36.9557,30.9245,23.9619,17.9669,0.4052,67.6389,44.4191,1.6514,7975.8330
-859.92,,3.2718,5.4800,59.3027,24.6851,57.8867,36.9557,29.9117,22.9492,17.9669,0.4063,67.9688,44.3279,1.6543,7990.4165
-858.92,,3.2718,5.4923,59.2918,24.6851,57.9624,50.9531,29.9117,22.9492,17.9669,0.4072,68.2350,44.3174,1.6577,8000.8159
