Система автоматизации,AS
Абонент,ГПА-32
Ретросистема,Архив останова
Дата,14.11.22
Время,14:46:01
Длительность архива (сек),3600.00
Время предыстории (сек),1200.00

Дата,Время,Статус,Сообщение,Тип,Флаги
14.11.2022,14:54:37.504,Пришло,"Кран № 9 открыт",Вход,
14.11.2022,14:54:37.706,Снялось,"Закрыть КСГС",Выход,
14.11.2022,14:54:37.949,Снялось,"Останов системы подачи топливного газа",Режимное сообщение,
14.11.2022,14:54:37.950,Пришло,"Идет охлаждение ГТУ",Фаза технологического процесса,
14.11.2022,14:54:40.705,Снялось,"Кран №9 открыть",Выход,
14.11.2022,14:54:44.305,Пришло,"Контроль БУПУ КСГС",Вход,
14.11.2022,14:55:04.504,Пришло,"Кран №1 закрыть",Выход,
14.11.2022,14:55:04.504,Пришло,"Кран №6 закрыть",Выход,
14.11.2022,14:55:04.728,Снялось,"Взведена защита   Самопроизвольное закрытие крана 1",Прочие сообщения,
14.11.2022,14:55:04.732,Снялось,"Взведена защита: Самопроизвольное закрытие крана 6",Прочие сообщения,
14.11.2022,14:55:05.501,Снялось,"Кран № 6 открыт",Вход,
14.11.2022,14:55:05.699,Снялось,"Кран № 1 открыт",Вход,
14.11.2022,14:55:10.501,Пришло,"Кран № 6 закрыт",Вход,
14.11.2022,14:55:12.501,Пришло,"Кран № 1 закрыт",Вход,
14.11.2022,14:55:12.949,Пришло,"Стравливание контура компрессора",Режимное сообщение,
14.11.2022,14:55:13.308,Пришло,"Кран №5 открыть",Выход,
14.11.2022,14:55:13.704,Снялось,"Кран № 5 закрыт",Вход,
14.11.2022,14:55:13.707,Снялось,"Кран №6 закрыть",Выход,
14.11.2022,14:55:13.905,Пришло,"Кран № 5 открыт",Вход,
14.11.2022,14:55:15.706,Снялось,"Кран №1 закрыть",Выход,
14.11.2022,14:55:16.706,Снялось,"Кран №5 открыть",Выход,
14.11.2022,14:55:16.905,Снялось,"Перепад  давления на кране 1 меньше 0,2 МПа",Вход,
14.11.2022,14:58:33.109,Снялось,"Включить ВВ2",Выход,
14.11.2022,14:58:33.110,Снялось,"Открыть КВОД2",Выход,
14.11.2022,14:58:33.110,Снялось,"Открыть КВОД3",Выход,
14.11.2022,14:58:33.110,Снялось,"Открыть КВОД4",Выход,
14.11.2022,14:58:33.110,Снялось,"Открыть КВОД5",Выход,
14.11.2022,14:58:33.140,Снялось,"Взведена защита: по dP в БС",Прочие сообщения,
14.11.2022,14:58:33.156,Снялось,"Взведена защита: по dP в БС",Фаза технологического процесса,
14.11.2022,14:58:33.156,Снялось,"Газ в контуре Км",Фаза технологического процесса,
14.11.2022,14:58:33.347,Снялось,"ВОД2 включить",Прочие сообщения,
14.11.2022,14:58:33.347,Снялось,"ВОД3 включить",Прочие сообщения,
14.11.2022,14:58:33.507,Снялось,"ВВ2 включен",Вход,
14.11.2022,14:58:33.509,Снялось,"Включить ВОД2 от ИБП",Выход,
14.11.2022,14:58:33.510,Снялось,"Включить ВОД3 от II секции шин",Выход,
14.11.2022,14:58:33.557,Снялось,"Стравливание контура компрессора",Режимное сообщение,
14.11.2022,14:58:33.949,Пришло,"Останов маслосистемы компрессора",Режимное сообщение,
14.11.2022,14:58:33.949,Пришло,"Останов системы сухих газовых уплотнений",Режимное сообщение,
14.11.2022,14:58:33.950,Пришло,"Блокировка останова МСК (Тм в МБК > 40)",Фаза технологического процесса,
14.11.2022,14:58:33.950,Пришло,"Останов СГУ",Фаза технологического процесса,
14.11.2022,14:58:34.139,Снялось,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:58:34.152,Снялось,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:58:34.156,Пришло,"Охлаждение масла в МБК (Тм МБК > 45)",Фаза технологического процесса,
14.11.2022,14:58:34.509,Пришло,"Кран №13 газа уплотнения закрыть",Выход,
14.11.2022,14:58:34.556,Снялось,"Останов маслосистемы компрессора",Режимное сообщение,
14.11.2022,14:58:34.557,Снялось,"Блокировка останова МСК (Тм в МБК > 40)",Фаза технологического процесса,
14.11.2022,14:58:34.736,Снялось,"Взведена защита по буферному газу",Прочие сообщения,
14.11.2022,14:58:34.905,Пришло,"Кран № 13  закрыт",Вход,
14.11.2022,14:58:34.905,Снялось,"Кран № 13 открыт",Вход,
14.11.2022,14:58:34.907,Снялось,"ВОД2 включен",Вход,
14.11.2022,14:58:34.907,Снялось,"ВОД3 включен",Вход,
14.11.2022,14:58:34.950,Снялось,"ПЧ ВОД2. Работа",Прочие сообщения,
14.11.2022,14:58:34.951,Снялось,"ПЧ ВОД3. Работа",Прочие сообщения,
14.11.2022,14:58:35.107,Пришло,"Кран №14 на свечу газа уплотнения открыть",Выход,
14.11.2022,14:58:35.504,Снялось,"Кран № 14 закрыт",Вход,
14.11.2022,14:58:35.505,Пришло,"Кран № 14  открыт",Вход,
14.11.2022,14:58:35.952,Пришло,"Задержка закрытия клапана 'газ-газ'",Фаза технологического процесса,
14.11.2022,14:58:36.507,Снялось,"КВОД3 открыт",Вход,
14.11.2022,14:58:36.705,Снялось,"КВОД5 открыт",Вход,
14.11.2022,14:58:36.705,Снялось,"КВОД4 открыт",Вход,
14.11.2022,14:58:36.732,Пришло,"Фильтр буферного газа засорен",Предупреждение,
14.11.2022,14:58:36.907,Снялось,"КВОД2 открыт",Вход,
14.11.2022,14:58:37.339,Снялось,"Фильтр буферного газа засорен",Предупреждение,
14.11.2022,14:58:37.706,Снялось,"Кран №13 газа уплотнения закрыть",Выход,
14.11.2022,14:58:38.156,Снялось,"Останов системы сухих газовых уплотнений",Режимное сообщение,
14.11.2022,14:58:38.157,Снялось,"Останов СГУ",Фаза технологического процесса,
14.11.2022,14:58:38.539,Снялось,"Взведена защита: по dPа/ВОТ",Прочие сообщения,
14.11.2022,14:58:38.552,Пришло,"Останов системы охлаждения трансмиссии",Режимное сообщение,
14.11.2022,14:58:38.552,Пришло,"Останов системы обеспечения воздухом СГУ",Режимное сообщение,
14.11.2022,14:58:38.557,Пришло,"Уровень масла в напорном баке > 5мм",Фаза технологического процесса,
14.11.2022,14:58:38.558,Пришло,"Останов системы обеспечения воздуха",Фаза технологического процесса,
14.11.2022,14:58:38.705,Снялось,"Кран №14 на свечу газа уплотнения открыть",Выход,
14.11.2022,14:58:38.706,Снялось,"Включить ВОТ1",Выход,
14.11.2022,14:58:39.107,Снялось,"ВОТ1 включен",Вход,
14.11.2022,14:58:39.552,Снялось,"Останов системы охлаждения трансмиссии",Режимное сообщение,
14.11.2022,14:58:41.330,Заквитировано,"Фильтр буферного газа засорен",Предупреждение,
14.11.2022,14:58:43.540,Пришло,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:58:43.557,Пришло,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:58:45.539,Снялось,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:58:45.552,Снялось,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:58:47.539,Пришло,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:58:47.552,Пришло,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:58:49.337,Снялось,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:58:49.350,Снялось,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:58:51.539,Пришло,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:58:51.552,Пришло,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:58:53.731,Снялось,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:58:53.748,Снялось,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:58:55.936,Пришло,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:58:55.949,Пришло,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:58:57.936,Снялось,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:58:57.949,Снялось,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:59:00.338,Пришло,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:59:00.351,Пришло,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:59:02.540,Снялось,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:59:02.556,Снялось,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:59:04.950,Пришло,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:59:04.963,Пришло,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:59:07.153,Снялось,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:59:07.169,Снялось,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:59:09.151,Пришло,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:59:09.164,Пришло,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:59:11.150,Снялось,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:59:11.163,Снялось,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:59:13.553,Пришло,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:59:13.571,Пришло,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:59:15.352,Снялось,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:59:15.365,Снялось,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:59:18.351,Пришло,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:59:18.364,Пришло,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,14:59:18.946,Снялось,"Взведена защита: по dРгг",Прочие сообщения,
14.11.2022,14:59:18.963,Снялось,"Взведена защита: по dРгг",Фаза технологического процесса,
14.11.2022,15:00:03.521,Снялось,"АВОМД работает в режиме 'Охлаждение'",Вход,
14.11.2022,15:00:03.521,Пришло,"АВОМД готов к пуску (прогрет) - сигнал 'Норма'",Вход,
14.11.2022,15:00:03.521,Пришло,"АВОМД работает в режиме 'Нагрев'",Вход,
14.11.2022,15:00:03.524,Пришло,"Закрыть ЗсМОД1",Выход,
14.11.2022,15:00:03.525,Пришло,"Закрыть ЗсМОД2",Выход,
14.11.2022,15:00:03.753,Пришло,"Зс1 МОД открыта",Предупреждение,
14.11.2022,15:00:03.753,Пришло,"Зс2 МОД открыта",Предупреждение,
14.11.2022,15:00:04.322,Снялось,"ЗсМОД1 открыта",Вход,
14.11.2022,15:00:04.355,Снялось,"Зс1 МОД открыта",Предупреждение,
14.11.2022,15:00:04.358,Снялось,"АВОМД | Охлаждение",Прочие сообщения,
14.11.2022,15:00:04.358,Пришло,"АВОМД | Норма",Прочие сообщения,
14.11.2022,15:00:04.358,Пришло,"АВОМД | Нагрев",Прочие сообщения,
14.11.2022,15:00:04.524,Снялось,"ЗсМОД2 открыта",Вход,
14.11.2022,15:00:04.558,Снялось,"Зс2 МОД открыта",Предупреждение,
14.11.2022,15:00:08.871,Заквитировано,"Зс2 МОД открыта",Предупреждение,
14.11.2022,15:00:08.871,Заквитировано,"Зс1 МОД открыта",Предупреждение,
14.11.2022,15:00:12.921,Пришло,"ЗсМОД1 закрыта",Вход,
14.11.2022,15:00:13.722,Пришло,"ЗсМОД2 закрыта",Вход,
14.11.2022,15:00:15.722,Снялось,"Закрыть ЗсМОД1",Выход,
14.11.2022,15:00:16.722,Снялось,"Закрыть ЗсМОД2",Выход,
14.11.2022,15:01:39.966,Снялось,"Идет охлаждение ГТУ",Фаза технологического процесса,
14.11.2022,15:02:43.922,Снялось,"Включить ЭНБП",Выход,
14.11.2022,15:02:44.320,Снялось,"ЭНБП включены",Вход,
14.11.2022,15:03:35.761,Снялось,"Задержка закрытия клапана 'газ-газ'",Фаза технологического процесса,
