Система автоматизации,AS
Абонент,ГПА-32
Ретросистема,Архив останова
Дата,02.12.22
Время,10:43:51
Длительность архива (сек),3600.00
Время предыстории (сек),1200.00

Дата,Время,Статус,Сообщение,Тип,Флаги
02.12.2022,10:49:19.744,Снялось,""Открыть КВОД2"",Выход,
02.12.2022,10:49:19.744,Снялось,""Открыть КВОД3"",Выход,
02.12.2022,10:49:19.744,Снялось,""Открыть КВОД4"",Выход,
02.12.2022,10:49:19.744,Снялось,""Открыть КВОД5"",Выход,
02.12.2022,10:49:19.772,Снялось,""Взведена защита: по dP в БС"",Прочие сообщения,
02.12.2022,10:49:19.785,Снялось,""Взведена защита: по dP в БС"",Фаза технологического процесса,
02.12.2022,10:49:19.785,Снялось,""Газ в контуре Км"",Фаза технологического процесса,
02.12.2022,10:49:19.980,Снялось,""ВОД2 включить"",Прочие сообщения,
02.12.2022,10:49:19.980,Снялось,""ВОД3 включить"",Прочие сообщения,
02.12.2022,10:49:20.142,Снялось,""ВВ1 включен"",Вход,
02.12.2022,10:49:20.144,Снялось,""Включить ВОД2 от ИБП"",Выход,
02.12.2022,10:49:20.145,Снялось,""Включить ВОД3 от II секции шин"",Выход,
02.12.2022,10:49:20.187,Снялось,""Стравливание контура компрессора"",Режимное сообщение,
02.12.2022,10:49:20.582,Пришло,""Останов маслосистемы компрессора"",Режимное сообщение,
02.12.2022,10:49:20.582,Пришло,""Останов системы сухих газовых уплотнений"",Режимное сообщение,
02.12.2022,10:49:20.583,Пришло,""Блокировка останова МСК (Тм в МБК > 40)"",Фаза технологического процесса,
02.12.2022,10:49:20.584,Пришло,""Останов СГУ"",Фаза технологического процесса,
02.12.2022,10:49:20.767,Снялось,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:20.784,Снялось,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:20.785,Пришло,""Охлаждение масла в МБК (Тм МБК > 45)"",Фаза технологического процесса,
02.12.2022,10:49:20.940,Снялось,""ВОД2 включен"",Вход,
02.12.2022,10:49:20.940,Снялось,""ВОД3 включен"",Вход,
02.12.2022,10:49:20.983,Снялось,""ПЧ ВОД2. Работа"",Прочие сообщения,
02.12.2022,10:49:20.983,Снялось,""ПЧ ВОД3. Работа"",Прочие сообщения,
02.12.2022,10:49:21.144,Пришло,""Кран №13 газа уплотнения закрыть"",Выход,
02.12.2022,10:49:21.187,Снялось,""Останов маслосистемы компрессора"",Режимное сообщение,
02.12.2022,10:49:21.192,Снялось,""Блокировка останова МСК (Тм в МБК > 40)"",Фаза технологического процесса,
02.12.2022,10:49:21.372,Снялось,""Взведена защита по буферному газу"",Прочие сообщения,
02.12.2022,10:49:21.539,Пришло,""Кран № 13  закрыт"",Вход,
02.12.2022,10:49:21.539,Снялось,""Кран № 13 открыт"",Вход,
02.12.2022,10:49:21.742,Пришло,""Кран №14 на свечу газа уплотнения открыть"",Выход,
02.12.2022,10:49:22.340,Снялось,""Кран № 14 закрыт"",Вход,
02.12.2022,10:49:22.539,Пришло,""Кран № 14  открыт"",Вход,
02.12.2022,10:49:22.983,Пришло,""Задержка закрытия клапана 'газ-газ'"",Фаза технологического процесса,
02.12.2022,10:49:23.143,Снялось,""КВОД3 открыт"",Вход,
02.12.2022,10:49:23.341,Снялось,""КВОД4 открыт"",Вход,
02.12.2022,10:49:23.342,Снялось,""КВОД5 открыт"",Вход,
02.12.2022,10:49:23.373,Пришло,""Фильтр буферного газа засорен"",Предупреждение,
02.12.2022,10:49:23.742,Снялось,""КВОД2 открыт"",Вход,
02.12.2022,10:49:24.174,Снялось,""Фильтр буферного газа засорен"",Предупреждение,
02.12.2022,10:49:24.343,Снялось,""Кран №13 газа уплотнения закрыть"",Выход,
02.12.2022,10:49:24.983,Снялось,""Останов системы сухих газовых уплотнений"",Режимное сообщение,
02.12.2022,10:49:24.984,Снялось,""Останов СГУ"",Фаза технологического процесса,
02.12.2022,10:49:25.342,Снялось,""Кран №14 на свечу газа уплотнения открыть"",Выход,
02.12.2022,10:49:25.372,Снялось,""Взведена защита: по dPа/ВОТ"",Прочие сообщения,
02.12.2022,10:49:25.385,Пришло,""Останов системы обеспечения воздухом СГУ"",Режимное сообщение,
02.12.2022,10:49:25.385,Пришло,""Останов системы охлаждения трансмиссии"",Режимное сообщение,
02.12.2022,10:49:25.386,Пришло,""Уровень масла в напорном баке > 5мм"",Фаза технологического процесса,
02.12.2022,10:49:25.386,Пришло,""Останов системы обеспечения воздуха"",Фаза технологического процесса,
02.12.2022,10:49:25.542,Снялось,""Включить ВОТ1"",Выход,
02.12.2022,10:49:25.940,Снялось,""ВОТ1 включен"",Вход,
02.12.2022,10:49:26.384,Снялось,""Останов системы охлаждения трансмиссии"",Режимное сообщение,
02.12.2022,10:49:29.774,Пришло,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:29.786,Пришло,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:31.967,Снялось,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:31.984,Снялось,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:33.556,Заквитировано,""Фильтр буферного газа засорен"",Предупреждение,
02.12.2022,10:49:33.968,Пришло,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:33.984,Пришло,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:36.176,Снялось,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:36.189,Снялось,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:38.174,Пришло,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:38.187,Пришло,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:40.175,Снялось,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:40.188,Снялось,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:42.567,Пришло,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:42.584,Пришло,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:44.772,Снялось,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:44.785,Снялось,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:46.775,Пришло,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:46.788,Пришло,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:48.970,Снялось,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:48.987,Снялось,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:50.971,Пришло,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:50.987,Пришло,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:52.971,Снялось,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:52.987,Снялось,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:55.177,Пришло,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:55.190,Пришло,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:57.178,Снялось,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:57.191,Снялось,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:49:59.378,Пришло,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:49:59.391,Пришло,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:50:00.971,Снялось,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:50:00.987,Снялось,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:50:03.178,Пришло,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:50:03.191,Пришло,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:50:04.378,Снялось,""Взведена защита: по dРгг"",Прочие сообщения,
02.12.2022,10:50:04.391,Снялось,""Взведена защита: по dРгг"",Фаза технологического процесса,
02.12.2022,10:52:39.374,Снялось,""Взведена защита: по Рмсм"",Прочие сообщения,
02.12.2022,10:52:39.387,Снялось,""Взведена защита: по Рмсм"",Фаза технологического процесса,
02.12.2022,10:52:39.544,Снялось,""Включить НМС2"",Выход,
02.12.2022,10:52:39.786,Пришло,""Выбег маслосистемы, НМС отключены"",Фаза технологического процесса,
02.12.2022,10:52:39.787,Пришло,""Выбег КБВ"",Фаза технологического процесса,
02.12.2022,10:52:39.941,Снялось,""НМС2 включен"",Вход,
02.12.2022,10:52:40.388,Снялось,""Охлаждение масла в МБК (Тм МБК > 45)"",Фаза технологического процесса,
02.12.2022,10:52:40.976,Снялось,""УПП НМС2. Работа"",Прочие сообщения,
02.12.2022,10:52:54.387,Снялось,""Идет охлаждение ГТУ"",Фаза технологического процесса,
02.12.2022,10:53:27.378,Пришло,""Низкий уровень масла в баке напорном Км"",Предупреждение,
02.12.2022,10:54:22.372,Снялось,""Задержка закрытия клапана 'газ-газ'"",Фаза технологического процесса,
02.12.2022,10:55:27.575,Снялось,""Уровень масла в напорном баке > 5мм"",Фаза технологического процесса,
02.12.2022,10:55:27.576,Пришло,""Выбег маслосистемы, уровень масла в НБ"",Фаза технологического процесса,
02.12.2022,10:55:47.377,Снялось,""Выбег маслосистемы, уровень масла в НБ"",Фаза технологического процесса,
02.12.2022,10:55:47.775,Снялось,""Останов системы обеспечения воздухом СГУ"",Режимное сообщение,
02.12.2022,10:55:47.777,Снялось,""Останов системы обеспечения воздуха"",Фаза технологического процесса,
02.12.2022,10:55:47.931,Пришло,""Закрыть КПМБ"",Выход,
02.12.2022,10:55:47.932,Пришло,""Закрыть ЗсБ"",Выход,
02.12.2022,10:55:47.972,Пришло,""АОсс закончен"",Режимное сообщение,
02.12.2022,10:55:48.531,Снялось,""ЗсБ открыта"",Вход,
02.12.2022,10:55:48.929,Снялось,""КПМБ открыт"",Вход,
02.12.2022,10:55:56.139,Заквитировано,""Низкий уровень масла в баке напорном Км"",Предупреждение,
02.12.2022,10:56:01.729,Пришло,""ЗсБ закрыта"",Вход,
02.12.2022,10:56:01.731,Снялось,""Закрыть ЗсБ"",Выход,
02.12.2022,10:56:02.362,Пришло,""КПМБ не закрыт"",Предупреждение,
02.12.2022,10:56:13.925,Пришло,""КПМБ закрыт"",Вход,
02.12.2022,10:56:16.330,Снялось,""Закрыть КПМБ"",Выход,
02.12.2022,10:56:16.362,Снялось,""КПМБ не закрыт"",Предупреждение,
02.12.2022,10:57:36.297,Заквитировано,""КПМБ не закрыт"",Предупреждение,
02.12.2022,11:01:17.483,Пришло,""PULT1_3ST. АВ_Филякин: Команда 'Деблокировка'"",Команды оператора,
02.12.2022,11:01:18.172,Нажата кнопка,"" Деблокировка"",Кнопка,
02.12.2022,11:01:18.191,Пришло,"" Деблокировка"",Фаза технологического процесса,
02.12.2022,11:01:18.348,Пришло,""Открыть КПМБ"",Выход,
02.12.2022,11:01:18.384,Снялось,""Неисправность ВНА (< -7°)"",Авария,
02.12.2022,11:01:18.384,Снялось,""Высокое виброперем. ротора Км со стороны прив. (гор.)"",Авария,
02.12.2022,11:01:18.390,Снялось,""АОсс закончен"",Режимное сообщение,
02.12.2022,11:01:18.547,Пришло,""ГПА остановлен"",Выход,
02.12.2022,11:01:18.548,Снялось,""Подать U на шкаф урпавления КВР"",Выход,
02.12.2022,11:01:18.566,Снялось,"" АОсс"",Сообщение об изменении режима работы агрегата,
02.12.2022,11:01:18.566,Пришло,""ТО и ТР"",Сообщение об изменении режима работы агрегата,
02.12.2022,11:01:18.584,Снялось,""стабилизация СТ на режиме"",Фаза технологического процесса,
02.12.2022,11:01:18.586,Снялось,""Отключение АУ УТО"",Прочие сообщения,
02.12.2022,11:01:18.586,Пришло,""Кл. газ-газ в ДУ"",Прочие сообщения,
02.12.2022,11:01:18.589,Снялось,""Запись ретро останова"",Фаза технологического процесса,
02.12.2022,11:01:18.748,Снялось,""Открыть КПМБ"",Выход,
02.12.2022,11:01:18.789,Пришло,"" Ремонт"",Режимное сообщение,
02.12.2022,11:01:18.945,Снялось,""U на шкаф КВР подано"",Вход,
02.12.2022,11:01:18.972,Снялось,""Взведена защита: По отсутствию ХР и Ремонта и Татм < 5 °С"",Прочие сообщения,
02.12.2022,11:01:18.972,Снялось,""Взведена защита: По отсутствию ХР и Ремонта"",Прочие сообщения,
02.12.2022,11:01:18.972,Пришло,""Взведена защита ХР и Ремонт"",Прочие сообщения,
02.12.2022,11:01:19.346,Снялось,""КПМБ закрыт"",Вход,
02.12.2022,11:01:19.349,Пришло,""Закрыть КПМБ"",Выход,
02.12.2022,11:01:19.381,Пришло,""КПМБ не закрыт"",Предупреждение,
02.12.2022,11:01:20.347,Пришло,""КПМБ закрыт"",Вход,
02.12.2022,11:01:20.379,Пришло,""Не закрыт КПМБ"",Предупреждение,
02.12.2022,11:01:20.572,Снялось,""Не закрыт КПМБ"",Предупреждение,
02.12.2022,11:01:21.391,Снялось,"" Деблокировка"",Фаза технологического процесса,
02.12.2022,11:01:23.349,Снялось,""Закрыть КПМБ"",Выход,
02.12.2022,11:01:23.381,Снялось,""КПМБ не закрыт"",Предупреждение,
02.12.2022,11:01:24.472,Заквитировано,""КПМБ не закрыт"",Предупреждение,
02.12.2022,11:01:24.472,Заквитировано,""Не закрыт КПМБ"",Предупреждение,
02.12.2022,11:02:02.539,Пришло,""АВОМК работает в режиме «Нагрев»"",Вход,
02.12.2022,11:02:02.539,Пришло,""АВОМК готов к пуску масла (прогрет) - сигнал 'Норма'"",Вход,
02.12.2022,11:02:02.539,Снялось,""АВОМК работает в режиме «Охлаждение»"",Вход,
02.12.2022,11:02:02.542,Пришло,""Закрыть ЗсМОК1"",Выход,
02.12.2022,11:02:02.772,Пришло,""Зс1 МОК открыта"",Предупреждение,
02.12.2022,11:02:03.340,Снялось,""ЗсМОК1 открыта"",Вход,
02.12.2022,11:02:03.373,Снялось,""Зс1 МОК открыта"",Предупреждение,
02.12.2022,11:02:03.974,Снялось,""АВОМК | Охлаждение"",Прочие сообщения,
02.12.2022,11:02:03.974,Пришло,""АВОМК | Норма"",Прочие сообщения,
02.12.2022,11:02:03.974,Пришло,""АВОМК | Нагрев"",Прочие сообщения,
02.12.2022,11:02:13.546,Пришло,""ЗсМОК1 закрыта"",Вход,
02.12.2022,11:02:16.348,Снялось,""Закрыть ЗсМОК1"",Выход,
02.12.2022,11:05:10.951,Заквитировано,""Зс1 МОК открыта"",Предупреждение,
02.12.2022,11:06:41.568,Пришло,""Готовность к запуску"",Прочие сообщения,
02.12.2022,11:06:41.568,Пришло,""Готовность к холодной прокрутке"",Прочие сообщения,
02.12.2022,11:06:58.490,Пришло,""PULT1_3ST. АВ_Филякин: Команда 'Деблокировка'"",Команды оператора,
02.12.2022,11:06:59.165,Нажата кнопка,"" Деблокировка"",Кнопка,
02.12.2022,11:06:59.184,Пришло,"" Деблокировка"",Фаза технологического процесса,
02.12.2022,11:07:02.384,Снялось,"" Деблокировка"",Фаза технологического процесса,
02.12.2022,11:08:11.627,Пришло,""PULT1_3ST. АВ_Филякин: Команда 'Деблокировка'"",Команды оператора,
02.12.2022,11:08:12.364,Нажата кнопка,"" Деблокировка"",Кнопка,
02.12.2022,11:08:12.383,Пришло,"" Деблокировка"",Фаза технологического процесса,
02.12.2022,11:08:15.383,Снялось,"" Деблокировка"",Фаза технологического процесса,
02.12.2022,11:10:13.945,Пришло,""Включить ЭНБП"",Выход,
02.12.2022,11:10:14.345,Пришло,""ЭНБП включены"",Вход,
02.12.2022,11:11:23.431,Пришло,""PULT1_3ST. АВ_Филякин: Команда 'ГР'"",Команды оператора,
02.12.2022,11:11:24.144,Пришло,""Подать U на шкаф урпавления КВР"",Выход,
02.12.2022,11:11:24.144,Пришло,""Включить питание электростартера"",Выход,
02.12.2022,11:11:24.168,Нажата кнопка,"" ГР"",Кнопка,
02.12.2022,11:11:24.187,Пришло,""Контроль ГР"",Режимное сообщение,
02.12.2022,11:11:24.187,Снялось,"" Ремонт"",Режимное сообщение,
02.12.2022,11:11:24.373,Пришло,""Взведена защита: По отсутствию ХР и Ремонта"",Прочие сообщения,
02.12.2022,11:11:24.373,Пришло,""Взведена защита: По отсутствию ХР и Ремонта и Татм < 5 °С"",Прочие сообщения,
02.12.2022,11:11:24.374,Пришло,""Взведена защита: Низкая Тв под кожухом ГТУ"",Прочие сообщения,
02.12.2022,11:11:24.374,Снялось,""Взведена защита ХР и Ремонт"",Прочие сообщения,
02.12.2022,11:11:24.384,Пришло,""U на шкаф упр.КВР не подано"",Предпусковые условия,
02.12.2022,11:11:24.384,Пришло,""Нет готовности электростартера"",Предпусковые условия,
02.12.2022,11:11:24.384,Пришло,""Наличие аварийной сигнализации"",Предпусковые условия,
02.12.2022,11:11:24.541,Пришло,""U на шкаф КВР подано"",Вход,
02.12.2022,11:11:24.582,Снялось,""U на шкаф упр.КВР не подано"",Предпусковые условия,
02.12.2022,11:11:25.377,Пришло,""АВОМК работает в режиме «Нагрев»"",Предупреждение,
02.12.2022,11:11:25.377,Пришло,""АВОМД работает в режиме 'Нагрев'"",Предупреждение,
02.12.2022,11:11:31.342,Пришло,""Готовность электро-стартера"",Вход,
02.12.2022,11:11:31.382,Снялось,""нет готовности электростартера"",Предупреждение,
02.12.2022,11:11:31.385,Снялось,""Нет готовности электростартера"",Предпусковые условия,
02.12.2022,11:11:31.569,Снялось,""Нет готовности электростартера"",Предупреждение,
02.12.2022,11:11:49.858,Пришло,""PULT1_3ST. АВ_Филякин: Команда ' ГПА-32: КЭО 3 - ДУ включить'"",Команды оператора,
02.12.2022,11:11:50.565,Нажата кнопка,""ДУ КЭО3 включить"",Кнопка,
02.12.2022,11:11:50.582,Пришло,""КЭО3 в ДУ"",Прочие сообщения,
02.12.2022,11:11:52.101,Пришло,""PULT1_3ST. АВ_Филякин: Команда ' ГПА-32: КЭО 3 - открыть'"",Команды оператора,
02.12.2022,11:11:52.744,Снялось,""Закрыть КЭОЗ"",Выход,
02.12.2022,11:11:52.765,Нажата кнопка,""КЭО3 открыть"",Кнопка,
02.12.2022,11:11:53.142,Снялось,""КЭОЗ закрыт"",Вход,
02.12.2022,11:12:12.373,Заквитировано,""АВОМК работает в режиме «Нагрев»"",Предупреждение,
02.12.2022,11:12:12.373,Заквитировано,""АВОМД работает в режиме 'Нагрев'"",Предупреждение,
02.12.2022,11:12:23.587,Пришло,""PULT1_3ST. АВ_Филякин: Команда 'Деблокировка'"",Команды оператора,
02.12.2022,11:12:24.182,Нажата кнопка,"" Деблокировка"",Кнопка,
02.12.2022,11:12:24.402,Пришло,"" Деблокировка"",Фаза технологического процесса,
02.12.2022,11:12:27.389,Снялось,"" Деблокировка"",Фаза технологического процесса,
02.12.2022,11:12:29.471,Пришло,""PULT1_3ST. АВ_Филякин: Команда ' ГПА-32: КЭО 3 - ДУ отключить'"",Команды оператора,
02.12.2022,11:12:30.146,Пришло,""Закрыть КЭОЗ"",Выход,
02.12.2022,11:12:30.167,Нажата кнопка,""ДУ КЭО3 выключить"",Кнопка,
02.12.2022,11:12:30.184,Снялось,""КЭО3 в ДУ"",Прочие сообщения,
02.12.2022,11:12:30.545,Пришло,""КЭОЗ закрыт"",Вход,
02.12.2022,11:13:22.988,Пришло,""PULT1_3ST. АВ_Филякин: Команда 'Деблокировка'"",Команды оператора,
02.12.2022,11:13:23.580,Нажата кнопка,"" Деблокировка"",Кнопка,
02.12.2022,11:13:23.798,Пришло,"" Деблокировка"",Фаза технологического процесса,
02.12.2022,11:13:26.399,Снялось,"" Деблокировка"",Фаза технологического процесса,
02.12.2022,11:17:16.388,Пришло,""Маслофильтр БВМФ-84 засорен. Переключить фильтры"",Предупреждение,
02.12.2022,11:17:16.791,Снялось,""Маслофильтр БВМФ-84 засорен. Переключить фильтры"",Предупреждение,
02.12.2022,11:17:19.392,Автоквитирование,""Маслофильтр БВМФ-84 засорен. Переключить фильтры"",Предупреждение,
02.12.2022,11:17:19.393,Пришло,""Маслофильтр БВМФ-84 засорен. Переключить фильтры"",Предупреждение,
02.12.2022,11:17:19.790,Снялось,""Маслофильтр БВМФ-84 засорен. Переключить фильтры"",Предупреждение,
02.12.2022,11:17:20.392,Автоквитирование,""Маслофильтр БВМФ-84 засорен. Переключить фильтры"",Предупреждение,
02.12.2022,11:17:20.393,Пришло,""Маслофильтр БВМФ-84 засорен. Переключить фильтры"",Предупреждение,
02.12.2022,11:18:09.359,Пришло,""Включить НПМД"",Выход,
02.12.2022,11:18:09.758,Пришло,""НПМД включен"",Вход,
02.12.2022,11:18:09.760,Пришло,""Включить ЭНБД"",Выход,
02.12.2022,11:18:10.157,Пришло,""ЭНБД включены"",Вход,
02.12.2022,11:18:45.944,Заквитировано,""Маслофильтр БВМФ-84 засорен. Переключить фильтры"",Предупреждение,
02.12.2022,11:21:08.774,Снялось,""Включить ЭНБП"",Выход,
02.12.2022,11:21:09.172,Снялось,""ЭНБП включены"",Вход,
